sFileNumber,vOffice,vCoverageType,vState,vProduct,vTransaction,nLoanAmount,nLienAmounts,nEquity,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oCancelled,oNumDays
17-500113,2,3863,CA,LCP - Title Only,Refinance,35250.0000000,222900.0000000,-187650.0000000,1.0000000,48.0000000,11.080645161290300,4.0000000,0.177419354838710,0.0000000,62.0000000
17-500115,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),115000.0000000,362000.0000000,-247000.0000000,2.0000000,43.0000000,12.847826086956500,6.0000000,0.260869565217391,0.0000000,46.0000000
17-500116,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),115000.0000000,182911.0000000,-67911.0000000,2.0000000,27.0000000,1.683168316831680,7.0000000,0.034653465346535,0.0000000,202.0000000
17-500117,2,3863,CA,Title & Sub-Escrow,Refinance,380000.0000000,216000.0000000,164000.0000000,1.0000000,41.0000000,10.200000000000000,19.0000000,0.177777777777778,1.0000000,45.0000000
2301-200078,1,3863,CA,Title and Escrow,Reverse Mortgage,236550.0000000,174000.0000000,62550.0000000,1.0000000,92.0000000,52.750000000000000,19.0000000,1.571428571428570,0.0000000,28.0000000
17-500119,2,3863,CA,Title Only,Refinance,263611.0000000,265108.0000000,-1497.0000000,1.0000000,82.0000000,17.584615384615400,15.0000000,0.507692307692308,0.0000000,65.0000000
17-500120,2,3860,IL,Title & Sub-Escrow,Refinance,167999.0000000,168000.0000000,-1.0000000,1.0000000,65.0000000,26.070175438596500,23.0000000,0.771929824561403,0.0000000,57.0000000
17-500122,2,3863,FL,Title Only,Refinance,141729.0000000,141730.0000000,-1.0000000,1.0000000,65.0000000,33.466666666666700,30.0000000,0.833333333333333,0.0000000,30.0000000
17-500123,2,3860,IL,Title & Sub-Escrow,Refinance,163817.0000000,215990.6000000,-52173.6000000,1.0000000,76.0000000,21.896103896103900,25.0000000,0.610389610389610,0.0000000,77.0000000
17-500124,2,3860,ME,Title Only,Refinance,123176.0000000,125314.7500000,-2138.7500000,2.0000000,69.0000000,17.027777777777800,23.0000000,0.583333333333333,0.0000000,72.0000000
17-500126,2,3860,OH,Title & Sub-Escrow,Refinance,104039.0000000,104040.0000000,-1.0000000,1.0000000,65.0000000,24.122807017543900,23.0000000,0.719298245614035,0.0000000,57.0000000
2301-200081,1,3860,CO,Title and Escrow,Reverse Mortgage,285000.0000000,134747.0000000,150253.0000000,2.0000000,51.0000000,13.155555555555600,23.0000000,0.177777777777778,1.0000000,45.0000000
17-500128,2,3860,IL,Title & Sub-Escrow,Refinance,109406.0000000,175014.2300000,-65608.2300000,1.0000000,58.0000000,22.641509433962300,23.0000000,0.622641509433962,0.0000000,53.0000000
17-500129,2,3860,IL,Title & Sub-Escrow,Refinance,46637.0000000,50291.6100000,-3654.6100000,1.0000000,72.0000000,22.545454545454500,24.0000000,0.590909090909091,0.0000000,66.0000000
2301-200082,1,3860,ME,Title and Escrow,Reverse Mortgage,71298.0000000,30000.0000000,41298.0000000,1.0000000,90.0000000,31.689655172413800,30.0000000,1.189655172413790,0.0000000,58.0000000
2301-200083,1,3863,FL,Title and Escrow,Reverse Mortgage,101920.0000000,126400.0000000,-24480.0000000,1.0000000,97.0000000,33.340909090909100,30.0000000,0.772727272727273,0.0000000,44.0000000
17-500130,2,3860,WI,Title Only,Refinance,123662.0000000,180957.0000000,-57295.0000000,2.0000000,55.0000000,19.245283018867900,22.0000000,0.660377358490566,0.0000000,53.0000000
2301-200087,1,3863,FL,Title and Escrow,Reverse Mortgage,134960.0000000,160000.0000000,-25040.0000000,2.0000000,93.0000000,47.342857142857100,37.0000000,1.314285714285710,0.0000000,35.0000000
2301-200088,1,3863,AZ,Title and Escrow,Reverse Mortgage,126075.0000000,0.0000000,126075.0000000,0.0000000,95.0000000,46.593750000000000,19.0000000,1.093750000000000,0.0000000,32.0000000
17-500131,2,3863,CA,Title & Sub-Escrow,Refinance,308500.0000000,262500.0000000,46000.0000000,1.0000000,38.0000000,8.622222222222220,17.0000000,0.088888888888889,1.0000000,45.0000000
2301-200089,1,3863,CA,Title and Escrow,Reverse Mortgage,256710.0000000,218000.0000000,38710.0000000,2.0000000,80.0000000,63.304347826087000,18.0000000,1.913043478260870,0.0000000,23.0000000
2301-200092,1,3863,TX,Title and Escrow,Reverse Mortgage,152000.0000000,0.0000000,152000.0000000,0.0000000,77.0000000,23.355555555555600,6.0000000,0.555555555555556,1.0000000,45.0000000
17-500133,2,3863,CA,Title & Sub-Escrow,Refinance,53500.0000000,78500.0000000,-25000.0000000,1.0000000,56.0000000,14.977777777777800,19.0000000,0.422222222222222,1.0000000,45.0000000
17-500134,2,3860,WI,Title Only,Refinance,176301.0000000,202350.0000000,-26049.0000000,2.0000000,83.0000000,18.916666666666700,22.0000000,0.625000000000000,0.0000000,72.0000000
17-500135,2,3860,GA,Title Only,Refinance,85222.0000000,85223.0000000,-1.0000000,1.0000000,74.0000000,47.400000000000000,23.0000000,1.314285714285710,0.0000000,35.0000000
17-500136,2,3860,AL,Title Only,Refinance,81809.0000000,81810.0000000,-1.0000000,1.0000000,67.0000000,18.342857142857100,23.0000000,0.500000000000000,0.0000000,70.0000000
2301-200096,1,3860,MI,Title and Escrow,Reverse Mortgage,180000.0000000,197200.0000000,-17200.0000000,3.0000000,54.0000000,13.733333333333300,23.0000000,0.266666666666667,1.0000000,45.0000000
2301-200097,1,3863,AZ,Title and Escrow,Reverse Mortgage,66120.0000000,79000.0000000,-12880.0000000,2.0000000,91.0000000,27.137931034482800,19.0000000,0.741379310344828,0.0000000,58.0000000
2301-200098,1,3863,CA,Title and Escrow,Reverse Mortgage,150705.0000000,0.0000000,150705.0000000,0.0000000,87.0000000,55.333333333333300,17.0000000,1.133333333333330,0.0000000,30.0000000
17-500137,2,3863,CA,Title & Full Escrow,Refinance,574500.0000000,593561.0000000,-19061.0000000,1.0000000,80.0000000,12.580000000000000,19.0000000,0.300000000000000,0.0000000,100.0000000
2301-200100,1,3863,CA,Title and Escrow,Conventional - Refinance,659000.0000000,776000.0000000,-117000.0000000,1.0000000,51.0000000,12.311111111111100,17.0000000,0.288888888888889,1.0000000,45.0000000
17-500138,2,3863,CA,Title & Sub-Escrow,Refinance,321733.0000000,304385.0000000,17348.0000000,1.0000000,55.0000000,18.790697674418600,16.0000000,0.465116279069767,0.0000000,43.0000000
2301-200101,1,3860,MI,Title and Escrow,Reverse Mortgage,304380.0000000,222300.0000000,82080.0000000,1.0000000,87.0000000,37.421052631578900,25.0000000,1.026315789473680,0.0000000,38.0000000
2301-200104,1,3863,NV,Title and Escrow,Reverse Mortgage,167796.0000000,290751.0000000,-122955.0000000,2.0000000,89.0000000,60.966666666666700,26.0000000,1.533333333333330,0.0000000,30.0000000
17-500139,2,3860,CA,TSG - Trustee Sale Guarantee,TSG,352983.4700000,352000.0000000,983.4700000,1.0000000,21.0000000,5.586538461538460,6.0000000,0.096153846153846,0.0000000,104.0000000
17-500140,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,1531802.6200000,1526000.0000000,5802.6200000,1.0000000,16.0000000,4.403846153846150,8.0000000,0.057692307692308,0.0000000,104.0000000
17-500141,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,467173.5600000,547500.0000000,-80326.4400000,1.0000000,19.0000000,5.173076923076920,15.0000000,0.115384615384615,0.0000000,104.0000000
17-500142,2,3863,CA,Title Only,Refinance,276000.0000000,246793.0000000,29207.0000000,2.0000000,67.0000000,23.902439024390200,21.0000000,0.829268292682927,0.0000000,41.0000000
17-500147,2,3863,CA,LCP - Title Only,Refinance,20000.0000000,72358.3400000,-52358.3400000,2.0000000,70.0000000,19.363636363636400,5.0000000,0.378787878787879,0.0000000,66.0000000
2301-200105,1,29189,DE,Title and Escrow,Reverse Mortgage,300000.0000000,0.0000000,300000.0000000,0.0000000,50.0000000,11.244444444444400,2.0000000,0.177777777777778,1.0000000,45.0000000
17-500148,2,3863,CA,Title & Full Escrow,Refinance,247500.0000000,150000.0000000,97500.0000000,1.0000000,66.0000000,12.868421052631600,19.0000000,0.171052631578947,0.0000000,76.0000000
17-500149,2,3863,CA,Title Only,Refinance,211713.9400000,214515.0000000,-2801.0600000,1.0000000,35.0000000,9.355555555555560,18.0000000,0.111111111111111,1.0000000,45.0000000
2301-200106,1,3863,FL,Title and Escrow,Reverse Mortgage,184275.0000000,0.0000000,184275.0000000,0.0000000,100.0000000,40.868421052631600,29.0000000,1.263157894736840,0.0000000,38.0000000
17-500150,2,3863,CA,Title Only,Refinance,890000.0000000,897000.0000000,-7000.0000000,2.0000000,52.0000000,22.230769230769200,19.0000000,0.589743589743590,0.0000000,39.0000000
2301-200107,1,3860,MD,Title and Escrow,Reverse Mortgage,190160.0700000,174200.0000000,15960.0700000,1.0000000,99.0000000,41.785714285714300,19.0000000,1.142857142857140,0.0000000,42.0000000
17-500152,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),1.0000000,0.0000000,1.0000000,0.0000000,31.0000000,2.005025125628140,4.0000000,0.025125628140704,0.0000000,199.0000000
17-500153,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),1.0000000,0.0000000,1.0000000,0.0000000,31.0000000,1.914572864321610,4.0000000,0.025125628140704,0.0000000,199.0000000
17-500154,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),1.0000000,0.0000000,1.0000000,0.0000000,34.0000000,2.100502512562810,6.0000000,0.040201005025126,0.0000000,199.0000000
17-500155,2,3860,UT,Title & Sub-Escrow,Refinance,450000.0000000,416191.0000000,33809.0000000,1.0000000,36.0000000,8.688888888888890,23.0000000,0.133333333333333,1.0000000,45.0000000
17-500157,2,3863,CA,Title & Sub-Escrow,Refinance,306000.0000000,365000.0000000,-59000.0000000,2.0000000,73.0000000,12.450549450549500,23.0000000,0.450549450549451,0.0000000,91.0000000
17-500158,2,3863,CA,Title & Full Escrow,Refinance,58000.0000000,50000.0000000,8000.0000000,1.0000000,86.0000000,25.920000000000000,22.0000000,0.500000000000000,0.0000000,50.0000000
17-500159,2,3863,CA,LCP - Title Only,Refinance,20000.0000000,81000.0000000,-61000.0000000,2.0000000,49.0000000,31.791666666666700,6.0000000,0.375000000000000,0.0000000,24.0000000
2301-200111,1,3860,ME,Title and Escrow,Reverse Mortgage,159250.0000000,100000.0000000,59250.0000000,2.0000000,147.0000000,18.631901840490800,22.0000000,0.754601226993865,0.0000000,163.0000000
17-500160,2,3863,FL,Title Only,Refinance,146704.0000000,198400.0000000,-51696.0000000,1.0000000,84.0000000,23.576923076923100,31.0000000,0.615384615384615,0.0000000,52.0000000
17-500161,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),15000.0000000,82000.0000000,-67000.0000000,1.0000000,49.0000000,9.777777777777780,3.0000000,0.238095238095238,0.0000000,63.0000000
17-500163,2,3863,CA,Title Only,Refinance,50000.0000000,50000.0000000,0.0000000,1.0000000,42.0000000,28.354838709677400,18.0000000,0.580645161290323,0.0000000,31.0000000
17-500164,2,3863,CA,Title & Sub-Escrow,Refinance,386000.0000000,453000.0000000,-67000.0000000,2.0000000,67.0000000,31.000000000000000,19.0000000,0.914285714285714,0.0000000,35.0000000
17-500165,2,3863,CA,Title Only,Refinance,100000.0000000,0.0000000,100000.0000000,0.0000000,39.0000000,12.355555555555600,19.0000000,0.155555555555556,1.0000000,45.0000000
17-500166,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),25000.0000000,150609.0000000,-125609.0000000,1.0000000,44.0000000,17.500000000000000,4.0000000,0.382352941176471,0.0000000,34.0000000
17-500167,2,3860,UT,Title & Sub-Escrow,Refinance,274000.0000000,285000.0000000,-11000.0000000,1.0000000,79.0000000,27.866666666666700,21.0000000,0.777777777777778,0.0000000,45.0000000
17-500168,2,3863,CA,Title & Sub-Escrow,Refinance,220000.0000000,337700.0000000,-117700.0000000,2.0000000,40.0000000,10.311111111111100,22.0000000,0.111111111111111,1.0000000,45.0000000
17-500169,2,3863,CA,Title Only,Refinance,353760.0000000,367740.0000000,-13980.0000000,1.0000000,58.0000000,15.562500000000000,17.0000000,0.541666666666667,0.0000000,48.0000000
17-500170,2,3860,CA,Title Only,Refinance,67000.0000000,110500.0000000,-43500.0000000,2.0000000,61.0000000,25.681818181818200,22.0000000,0.659090909090909,0.0000000,44.0000000
17-500171,2,3860,CO,Title & Full Escrow,Refinance,135600.0000000,143890.0000000,-8290.0000000,1.0000000,73.0000000,23.355555555555600,23.0000000,0.400000000000000,0.0000000,45.0000000
17-500172,2,3863,CA,Title Only,Refinance,82000.0000000,168000.0000000,-86000.0000000,1.0000000,56.0000000,17.377777777777800,19.0000000,0.666666666666667,1.0000000,45.0000000
17-500173,2,3860,CO,Title & Full Escrow,Refinance,246489.0000000,254700.0000000,-8211.0000000,2.0000000,107.0000000,18.840579710144900,23.0000000,0.434782608695652,0.0000000,69.0000000
17-500175,2,3863,CA,Title Only,Refinance,253002.0000000,261349.0000000,-8347.0000000,1.0000000,73.0000000,23.840909090909100,20.0000000,0.636363636363636,0.0000000,44.0000000
17-500176,2,3863,CA,Title & Full Escrow,Refinance,220000.0000000,189150.0000000,30850.0000000,2.0000000,70.0000000,35.971428571428600,20.0000000,0.428571428571429,0.0000000,35.0000000
17-500177,2,3863,CA,LCP - Title Only,Refinance,30000.0000000,150000.0000000,-120000.0000000,1.0000000,60.0000000,27.027027027027000,17.0000000,0.702702702702703,0.0000000,37.0000000
17-500178,2,3860,IL,Title Only,Refinance,88000.0000000,96900.0000000,-8900.0000000,1.0000000,30.0000000,10.755555555555600,23.0000000,0.155555555555556,1.0000000,45.0000000
17-500180,2,3863,CA,Title Only,Refinance,334000.0000000,360000.0000000,-26000.0000000,1.0000000,68.0000000,26.883720930232600,18.0000000,0.767441860465116,0.0000000,43.0000000
17-500181,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),42000.0000000,409000.0000000,-367000.0000000,1.0000000,41.0000000,19.586206896551700,4.0000000,0.413793103448276,0.0000000,29.0000000
17-500183,2,3860,UT,Title & Full Escrow,Refinance,161997.0000000,185760.0000000,-23763.0000000,2.0000000,94.0000000,28.980392156862700,25.0000000,0.705882352941177,0.0000000,51.0000000
17-500185,2,3863,CA,Title & Full Escrow,Refinance,302000.0000000,356800.0000000,-54800.0000000,1.0000000,78.0000000,11.178217821782200,18.0000000,0.227722772277228,0.0000000,101.0000000
2301-200114,1,3863,CA,Title and Escrow,Reverse Mortgage,300000.0000000,0.0000000,300000.0000000,0.0000000,50.0000000,13.155555555555600,16.0000000,0.466666666666667,1.0000000,45.0000000
17-500186,2,3863,CA,Title & Full Escrow,Refinance,235000.0000000,256000.0000000,-21000.0000000,1.0000000,82.0000000,16.707692307692300,18.0000000,0.369230769230769,0.0000000,65.0000000
17-500187,2,3863,CA,Title & Full Escrow,Refinance,190000.0000000,189201.0000000,799.0000000,1.0000000,68.0000000,19.918367346938800,20.0000000,0.326530612244898,0.0000000,49.0000000
2301-200116,1,3863,FL,Title and Escrow,Reverse Mortgage,625000.0000000,434250.0000000,190750.0000000,2.0000000,66.0000000,18.266666666666700,31.0000000,0.644444444444444,1.0000000,45.0000000
2301-200117,1,29189,WV,Title and Escrow,Reverse Mortgage,118500.0000000,0.0000000,118500.0000000,0.0000000,52.0000000,11.644444444444400,1.0000000,0.377777777777778,1.0000000,45.0000000
17-500188,2,3863,CA,LCP - Title Only,Refinance,100000.0000000,50000.0000000,50000.0000000,1.0000000,41.0000000,25.032258064516100,4.0000000,0.483870967741935,0.0000000,31.0000000
17-500189,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),60000.0000000,303150.0000000,-243150.0000000,1.0000000,38.0000000,14.512195121951200,5.0000000,0.243902439024390,0.0000000,41.0000000
17-500191,2,3860,TN,Title Only,Refinance,163821.0000000,164110.0000000,-289.0000000,1.0000000,57.0000000,16.634615384615400,24.0000000,0.500000000000000,0.0000000,52.0000000
2301-200120,1,3860,NJ,Title and Escrow,Reverse Mortgage,240000.0000000,3568.1000000,236431.9000000,1.0000000,58.0000000,14.488888888888900,10.0000000,0.244444444444444,1.0000000,45.0000000
2301-200121,1,3860,NJ,Title and Escrow,Reverse Mortgage,96300.0000000,0.0000000,96300.0000000,0.0000000,99.0000000,60.000000000000000,8.0000000,1.931034482758620,0.0000000,29.0000000
2301-200122,1,3863,FL,Title and Escrow,Reverse Mortgage,64920.0000000,0.0000000,64920.0000000,0.0000000,95.0000000,85.523809523809500,30.0000000,2.095238095238100,0.0000000,21.0000000
17-500193,2,3863,CA,Title Only,Refinance,159995.0000000,161237.0000000,-1242.0000000,1.0000000,56.0000000,22.105263157894700,17.0000000,0.684210526315789,0.0000000,38.0000000
17-500194,2,3863,CA,Title & Full Escrow,Refinance,298050.0000000,300000.0000000,-1950.0000000,1.0000000,70.0000000,32.918918918918900,18.0000000,0.378378378378378,0.0000000,37.0000000
17-500195,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),222750.0000000,214300.0000000,8450.0000000,1.0000000,42.0000000,9.920634920634920,4.0000000,0.190476190476190,0.0000000,63.0000000
17-500197,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),1.0000000,452960.0000000,-452959.0000000,2.0000000,29.0000000,1.688442211055280,5.0000000,0.020100502512563,0.0000000,199.0000000
2301-200123,1,3860,IL,Title and Escrow,Reverse Mortgage,40000.0000000,19800.0000000,20200.0000000,1.0000000,76.0000000,23.408163265306100,21.0000000,0.612244897959184,0.0000000,49.0000000
2301-200124,1,3860,NC,Title and Escrow,Reverse Mortgage,97845.0000000,0.0000000,97845.0000000,0.0000000,95.0000000,31.581395348837200,20.0000000,0.627906976744186,0.0000000,43.0000000
17-500198,2,3863,CA,LCP - Title Only,Refinance,20000.0000000,0.0000000,20000.0000000,0.0000000,46.0000000,8.122222222222220,4.0000000,0.100000000000000,0.0000000,90.0000000
2301-200125,1,3863,AZ,Title and Escrow,Reverse Mortgage,82925.0000000,0.0000000,82925.0000000,0.0000000,92.0000000,44.096774193548400,16.0000000,1.193548387096770,0.0000000,31.0000000
2301-200126,1,3863,CA,Title and Escrow,Reverse Mortgage,363415.5000000,200000.0000000,163415.5000000,1.0000000,113.0000000,40.930232558139500,16.0000000,1.488372093023260,0.0000000,43.0000000
17-500199,2,3863,CA,LCP - Title Only,Refinance,175000.0000000,0.0000000,175000.0000000,0.0000000,34.0000000,8.911111111111110,4.0000000,0.111111111111111,1.0000000,45.0000000
17-500200,2,3863,FL,Title Only,Refinance,164108.0000000,164109.0000000,-1.0000000,1.0000000,65.0000000,29.000000000000000,30.0000000,0.777777777777778,0.0000000,36.0000000
2301-200127,1,3860,TN,Title and Escrow,Reverse Mortgage,91000.0000000,0.0000000,91000.0000000,0.0000000,68.0000000,18.866666666666700,20.0000000,0.511111111111111,1.0000000,45.0000000
17-500201,2,3860,VA,Title & Sub-Escrow,Refinance,254212.0000000,255850.0000000,-1638.0000000,1.0000000,62.0000000,29.384615384615400,24.0000000,0.846153846153846,0.0000000,52.0000000
