sFileNumber,vCoverageType,vProduct,nLiens,nAuditEntries,nTotalNotes,oCancelled,oNumDays
17-501287,3863,TSG - Trustee Sale Guarantee,4.00,445.00,5.00,0.00,87.00
17-501288,3863,TSG - Trustee Sale Guarantee,7.00,517.00,10.00,0.00,87.00
17-501289,3863,TSG - Trustee Sale Guarantee,1.00,393.00,5.00,0.00,87.00
17-501290,3863,TSG - Trustee Sale Guarantee,2.00,361.00,3.00,0.00,87.00
17-501291,3863,TSG - Trustee Sale Guarantee,5.00,402.00,3.00,0.00,87.00
17-501292,3860,Title & Full Escrow,0.00,206.00,1.00,1.00,45.00
17-501293,3860,Stand Alone Modification,0.00,2841.00,40.00,1.00,45.00
2301-200646,3863,Title and Escrow,1.00,1462.00,55.00,0.00,54.00
2301-200647,3863,Title and Escrow,0.00,1295.00,38.00,0.00,33.00
2301-200648,3860,Title and Escrow,1.00,1537.00,37.00,0.00,38.00
2301-200649,3860,Title and Escrow,0.00,1637.00,56.00,0.00,54.00
17-501294,3863,Title Only,2.00,946.00,28.00,0.00,42.00
17-501295,3863,LCP - Title Only,1.00,375.00,5.00,1.00,45.00
17-501296,3860,Property Report / O&E & Full Escrow,1.00,994.00,26.00,0.00,52.00
17-501297,3863,Title & Sub-Escrow,1.00,482.00,9.00,1.00,45.00
17-501298,3863,Title & Sub-Escrow,0.00,235.00,4.00,1.00,45.00
17-501299,3860,Property Report / O&E - Title Only,1.00,537.00,13.00,0.00,53.00
17-501300,3860,Title & Sub-Escrow,2.00,503.00,9.00,1.00,45.00
17-501302,3863,Title & Full Escrow,1.00,1107.00,37.00,0.00,46.00
17-501303,3863,Title & Full Escrow,1.00,810.00,19.00,1.00,45.00
17-501304,3860,Property Report / O&E - Title Only,1.00,528.00,14.00,0.00,46.00
17-501305,3863,Property Report / O&E - Title Only,1.00,530.00,10.00,0.00,59.00
17-501306,3863,LCP - Title Only,1.00,650.00,13.00,0.00,33.00
17-501307,3860,Property Report / O&E - Title Only,1.00,583.00,15.00,0.00,35.00
17-501308,3863,Property Report / O&E - Title Only,3.00,553.00,15.00,0.00,46.00
17-501309,3860,Property Report / O&E - Title Only,1.00,556.00,12.00,0.00,27.00
17-501310,3860,Title & Sub-Escrow,2.00,1099.00,36.00,0.00,94.00
17-501311,3860,Title Only,1.00,571.00,20.00,1.00,45.00
2301-200651,3863,Title and Escrow,1.00,1816.00,63.00,0.00,48.00
17-501312,3863,Title & Sub-Escrow,0.00,478.00,4.00,1.00,45.00
17-501313,3863,Title Only,0.00,698.00,20.00,0.00,19.00
17-501314,3863,Title Only,1.00,856.00,25.00,0.00,54.00
2301-200653,3860,Title and Escrow,1.00,1803.00,78.00,0.00,94.00
17-501316,3863,LCP - Title Only,0.00,502.00,13.00,0.00,31.00
2301-200654,3860,Title and Escrow,2.00,538.00,9.00,1.00,45.00
2301-200655,3863,Title and Escrow,0.00,1141.00,35.00,0.00,39.00
17-501317,3863,Property Report / O&E - Title Only,2.00,319.00,4.00,0.00,182.00
2301-200656,3860,Title and Escrow,1.00,696.00,15.00,1.00,45.00
17-501320,3863,LCP - Title Only,3.00,360.00,4.00,0.00,207.00
2301-200659,3863,Title and Escrow,1.00,1387.00,46.00,0.00,45.00
17-501321,3860,Property Report / O&E - Title Only,1.00,551.00,12.00,0.00,41.00
17-501322,3863,Title Only,1.00,868.00,40.00,0.00,31.00
17-501323,3860,Title & Full Escrow,2.00,1796.00,42.00,0.00,175.00
2301-200660,3863,Title and Escrow,2.00,525.00,10.00,1.00,45.00
17-501324,3863,Property Report / O&E - Title Only,1.00,610.00,11.00,0.00,31.00
2301-200661,3860,Title and Escrow,0.00,600.00,8.00,1.00,45.00
17-501326,3860,Property Report / O&E - Title Only,2.00,616.00,17.00,0.00,35.00
17-501327,3863,Property Report / O&E - Title Only,1.00,547.00,11.00,0.00,27.00
17-501329,3860,Property Report / O&E - Title Only,1.00,319.00,6.00,0.00,182.00
17-501330,3863,Property Report / O&E - Title Only,1.00,525.00,11.00,0.00,56.00
17-501331,3863,Property Report / O&E - Title Only,1.00,560.00,10.00,0.00,33.00
17-501332,3860,Property Report / O&E - Title Only,1.00,563.00,14.00,0.00,27.00
17-501333,3863,Title & Full Escrow,1.00,971.00,23.00,0.00,48.00
17-501334,3863,Property Report / O&E - Title Only,1.00,562.00,9.00,0.00,26.00
17-501336,3863,Title & Full Escrow,1.00,1000.00,20.00,0.00,63.00
2301-200665,3860,Title and Escrow,1.00,603.00,14.00,1.00,45.00
17-501337,3863,Title & Sub-Escrow,1.00,732.00,13.00,0.00,81.00
17-501340,3863,Title & Full Escrow,1.00,822.00,12.00,0.00,42.00
17-501341,3860,Title & Full Escrow,1.00,1459.00,49.00,0.00,42.00
17-501342,3860,Title & Full Escrow,2.00,1119.00,26.00,0.00,54.00
17-501344,3863,LCP - Title Only,1.00,421.00,4.00,1.00,45.00
17-501345,3860,Title & Sub-Escrow,2.00,1385.00,47.00,0.00,35.00
2301-200666,3863,Title and Escrow,1.00,1434.00,32.00,0.00,25.00
17-501346,3860,Title Only,0.00,531.00,13.00,1.00,45.00
2301-200668,3863,Title and Escrow,0.00,1642.00,64.00,0.00,54.00
17-501347,3863,Title & Sub-Escrow,2.00,1197.00,24.00,0.00,32.00
2301-200671,3860,Title and Escrow,0.00,480.00,7.00,1.00,45.00
17-501348,3863,LCP - Title Only,1.00,735.00,12.00,0.00,73.00
2301-200672,3863,Title and Escrow,1.00,1421.00,37.00,0.00,47.00
17-501349,3863,LCP - Title Only,0.00,362.00,6.00,1.00,45.00
2301-200673,3863,Title and Escrow,1.00,735.00,17.00,1.00,45.00
2301-200674,3860,Title and Escrow,1.00,1321.00,25.00,0.00,17.00
2301-200675,3863,Title and Escrow,1.00,1696.00,34.00,0.00,40.00
17-501350,3863,LCP - Title Only,2.00,732.00,21.00,0.00,41.00
2301-200676,3863,Title and Escrow,0.00,1118.00,38.00,0.00,68.00
17-501351,3863,LCP - Title Only,0.00,919.00,20.00,0.00,33.00
2301-200679,3863,Title and Escrow,2.00,1196.00,36.00,0.00,48.00
2301-200681,3860,Title and Escrow,1.00,716.00,20.00,1.00,45.00
17-501353,3863,Title Only,1.00,1305.00,54.00,0.00,32.00
17-501354,3860,Title & Sub-Escrow,1.00,1053.00,31.00,0.00,45.00
17-501355,3863,LCP - Title Only,1.00,389.00,4.00,1.00,45.00
17-501356,3863,Title Only,2.00,866.00,25.00,0.00,78.00
2301-200682,3860,Title and Escrow,0.00,1549.00,60.00,0.00,79.00
17-501357,3863,LCP & Sub-Escrow,1.00,627.00,9.00,0.00,31.00
17-501358,3863,LCP - Title Only,1.00,393.00,4.00,1.00,45.00
17-501359,3863,TSG - Trustee Sale Guarantee,1.00,424.00,7.00,0.00,84.00
2301-200683,3860,Title and Escrow,0.00,382.00,9.00,1.00,45.00
17-501360,3863,TSG - Trustee Sale Guarantee,2.00,370.00,3.00,0.00,84.00
17-501361,3863,LCP - Title Only,1.00,354.00,6.00,1.00,45.00
17-501362,3863,TSG - Trustee Sale Guarantee,5.00,499.00,7.00,0.00,84.00
17-501363,3863,Title & Full Escrow,1.00,1309.00,33.00,0.00,51.00
17-501364,3863,TSG - Trustee Sale Guarantee,3.00,525.00,11.00,0.00,84.00
17-501365,3863,TSG - Trustee Sale Guarantee,6.00,447.00,7.00,0.00,84.00
17-501366,3863,TSG - Trustee Sale Guarantee,3.00,434.00,5.00,0.00,84.00
17-501367,3863,TSG - Trustee Sale Guarantee,3.00,384.00,3.00,0.00,84.00
17-501368,3863,Title Only,2.00,973.00,29.00,0.00,57.00
17-501369,3863,TSG - Trustee Sale Guarantee,3.00,384.00,3.00,0.00,84.00
17-501370,3863,TSG - Trustee Sale Guarantee,1.00,404.00,7.00,0.00,84.00
17-501371,3863,TSG - Trustee Sale Guarantee,0.00,243.00,4.00,1.00,45.00
17-501373,3863,TSG - Trustee Sale Guarantee,3.00,593.00,12.00,0.00,84.00
17-501374,3860,TSG - Trustee Sale Guarantee,3.00,730.00,15.00,0.00,84.00
17-501375,3860,Reverse Mortgage - Title Only,2.00,664.00,20.00,1.00,45.00
17-501376,3863,TSG - Trustee Sale Guarantee,1.00,380.00,5.00,0.00,84.00
17-501377,3860,TSG - Trustee Sale Guarantee,2.00,590.00,12.00,0.00,84.00
17-501378,3860,TSG - Trustee Sale Guarantee,2.00,375.00,7.00,0.00,84.00
17-501379,3860,TSG - Trustee Sale Guarantee,3.00,462.00,16.00,0.00,84.00
17-501380,3860,Title Only,1.00,556.00,19.00,1.00,45.00
17-501381,3863,Title Only,0.00,1197.00,47.00,0.00,30.00
17-501382,3860,TSG - Trustee Sale Guarantee,2.00,346.00,5.00,0.00,84.00
17-501383,3860,TSG - Trustee Sale Guarantee,1.00,353.00,5.00,0.00,84.00
17-501384,3860,TSG - Trustee Sale Guarantee,1.00,358.00,6.00,0.00,84.00
2301-200684,3860,Title and Escrow,0.00,1651.00,39.00,0.00,37.00
17-501385,3863,LCP - Title Only,1.00,547.00,15.00,0.00,43.00
17-501386,3863,Title Only,0.00,212.00,4.00,1.00,45.00
2301-200685,3863,Title and Escrow,1.00,1100.00,29.00,0.00,21.00
2301-200687,3860,Title and Escrow,2.00,1594.00,39.00,0.00,23.00
2301-200688,3863,Title and Escrow,1.00,374.00,6.00,1.00,45.00
17-501388,3863,Title & Sub-Escrow,1.00,1112.00,35.00,0.00,30.00
17-501389,3863,Title & Sub-Escrow,1.00,955.00,27.00,0.00,53.00
17-501390,3863,LCP - Title Only,1.00,517.00,18.00,0.00,32.00
17-501391,3863,Title Only,1.00,856.00,29.00,0.00,46.00
17-501392,3863,LCP - Title Only,2.00,622.00,20.00,0.00,60.00
17-501393,3860,Title & Full Escrow,1.00,1187.00,39.00,0.00,56.00
17-501394,3860,Reverse Mortgage - Title & Full Escrow,0.00,288.00,3.00,1.00,45.00
17-501395,3863,LCP & Sub-Escrow,1.00,992.00,16.00,0.00,67.00
2301-200690,3863,Title and Escrow,1.00,1828.00,61.00,0.00,70.00
17-501396,3863,LCP - Title Only,1.00,512.00,16.00,0.00,35.00
2301-200691,3863,Title and Escrow,1.00,1437.00,48.00,0.00,67.00
17-501397,3863,Legal & Vesting - Title Only,0.00,486.00,6.00,0.00,35.00
2301-200692,3863,Title and Escrow,5.00,543.00,13.00,1.00,45.00
17-501398,3863,LCP - Title Only,1.00,708.00,14.00,0.00,30.00
17-501399,3863,LCP - Title Only,1.00,524.00,16.00,0.00,17.00
17-501400,3863,Property Report / O&E - Title Only,1.00,580.00,12.00,0.00,18.00
17-501401,3860,Property Report / O&E & Full Escrow,2.00,828.00,20.00,0.00,42.00
17-501402,3863,Title Only,0.00,680.00,18.00,0.00,36.00
17-501403,3863,Title & Sub-Escrow,2.00,828.00,18.00,0.00,84.00
17-501404,3863,LCP - Title Only,1.00,586.00,16.00,0.00,46.00
17-501405,3863,Property Report / O&E - Title Only,1.00,565.00,15.00,0.00,32.00
17-501406,3860,Property Report / O&E & Full Escrow,2.00,861.00,22.00,0.00,46.00
2301-200694,3863,Title and Escrow,1.00,1952.00,81.00,0.00,42.00
2301-200695,3860,Title and Escrow,1.00,1820.00,62.00,0.00,39.00
17-501407,3863,Property Report / O&E - Title Only,2.00,365.00,5.00,0.00,179.00
2301-200696,3860,Title and Escrow,1.00,789.00,26.00,1.00,45.00
17-501408,3860,Property Report / O&E & Full Escrow,2.00,974.00,30.00,0.00,32.00
17-501409,3863,Title & Sub-Escrow,2.00,1073.00,30.00,0.00,115.00
2301-200697,3863,Title and Escrow,2.00,1271.00,42.00,0.00,49.00
17-501410,3863,Property Report / O&E - Title Only,1.00,594.00,14.00,0.00,32.00
17-501411,3863,Property Report / O&E - Title Only,2.00,301.00,4.00,0.00,179.00
2301-200698,3863,Title and Escrow,0.00,1503.00,39.00,0.00,32.00
2301-200699,3863,Title and Escrow,1.00,1757.00,65.00,0.00,44.00
2301-200700,3863,Title and Escrow,2.00,863.00,39.00,1.00,45.00
17-501414,3863,Title & Full Escrow,2.00,1016.00,20.00,0.00,51.00
17-501418,3863,Title & Full Escrow,1.00,1148.00,24.00,0.00,73.00
17-501419,3863,Title & Full Escrow,1.00,877.00,14.00,0.00,45.00
17-501420,3863,Title Only,1.00,644.00,15.00,0.00,204.00
17-501421,3860,Title & Full Escrow,1.00,945.00,20.00,0.00,29.00
2301-200701,3860,Title and Escrow,0.00,287.00,6.00,1.00,45.00
17-501422,3863,LCP & Sub-Escrow,2.00,1012.00,16.00,0.00,73.00
2301-200702,3863,Title and Escrow,1.00,1194.00,38.00,0.00,30.00
17-501424,3863,Property Report / O&E - Title Only,1.00,513.00,9.00,0.00,16.00
2301-200704,3860,Title and Escrow,0.00,311.00,7.00,1.00,45.00
2301-200705,3860,Title and Escrow,1.00,866.00,17.00,1.00,45.00
2301-200706,3863,Title and Escrow,2.00,1303.00,40.00,0.00,35.00
17-501425,3863,Title Only,2.00,380.00,5.00,1.00,45.00
17-501426,3863,LCP - Title Only,6.00,364.00,4.00,0.00,219.00
2301-200707,29189,Title and Escrow,0.00,1621.00,64.00,0.00,120.00
2301-200708,3863,Title and Escrow,1.00,1392.00,39.00,0.00,50.00
2301-200709,3863,Title and Escrow,1.00,1264.00,38.00,0.00,121.00
2301-200710,3860,Title and Escrow,5.00,1834.00,56.00,0.00,142.00
17-501427,3863,LCP - Title Only,1.00,708.00,14.00,0.00,49.00
17-501428,3863,LCP - Title Only,0.00,346.00,4.00,1.00,45.00
17-501429,3863,LCP - Title Only,0.00,334.00,5.00,1.00,45.00
2301-200712,3863,Title and Escrow,0.00,1586.00,58.00,0.00,44.00
17-501430,3863,LCP - Title Only,1.00,686.00,11.00,0.00,38.00
2301-200714,3863,Title and Escrow,1.00,1466.00,32.00,0.00,51.00
17-501431,3863,LCP & Sub-Escrow,1.00,591.00,20.00,0.00,17.00
17-501434,3863,Title & Sub-Escrow,2.00,487.00,9.00,1.00,45.00
17-501435,3860,Title & Sub-Escrow,6.00,562.00,7.00,1.00,45.00
17-501436,3863,LCP - Title Only,1.00,758.00,27.00,0.00,30.00
17-501437,3860,Property Report / O&E - Title Only,2.00,546.00,15.00,0.00,67.00
17-501438,3860,Property Report / O&E - Title Only,3.00,326.00,6.00,0.00,179.00
17-501439,3863,Property Report / O&E & Full Escrow,2.00,865.00,21.00,0.00,36.00
17-501440,3860,Property Report / O&E - Title Only,1.00,538.00,13.00,0.00,67.00
17-501441,3860,Property Report / O&E - Title Only,2.00,320.00,4.00,0.00,179.00
17-501442,3860,Property Report / O&E - Title Only,1.00,563.00,15.00,0.00,38.00
17-501443,3863,LCP - Title Only,1.00,654.00,17.00,0.00,32.00
17-501444,3860,Property Report / O&E - Title Only,1.00,547.00,16.00,0.00,43.00
17-501445,3863,Property Report / O&E - Title Only,1.00,306.00,4.00,0.00,179.00
17-501446,3860,Property Report / O&E - Title Only,1.00,587.00,18.00,0.00,49.00
17-501447,3863,LCP & Sub-Escrow,0.00,1045.00,22.00,0.00,84.00
17-501448,3860,Property Report / O&E - Title Only,2.00,582.00,15.00,0.00,35.00
17-501449,3863,Property Report / O&E - Title Only,1.00,578.00,12.00,0.00,21.00
17-501450,3860,Property Report / O&E - Title Only,2.00,567.00,16.00,0.00,43.00
17-501451,3860,Property Report / O&E - Title Only,1.00,675.00,18.00,0.00,45.00
17-501452,3860,Property Report / O&E & Full Escrow,1.00,1055.00,25.00,0.00,45.00
17-501453,3860,Property Report / O&E - Title Only,1.00,320.00,4.00,0.00,179.00
17-501454,3860,Property Report / O&E - Title Only,1.00,571.00,12.00,0.00,24.00
2301-200716,3863,Title and Escrow,1.00,1245.00,32.00,0.00,55.00
17-501455,3863,Title & Sub-Escrow,1.00,381.00,4.00,1.00,45.00
17-501456,3860,Title & Sub-Escrow,0.00,262.00,6.00,1.00,45.00
17-501457,3863,Title Only,1.00,1122.00,42.00,0.00,51.00
17-501459,3860,Title & Sub-Escrow,2.00,1301.00,49.00,0.00,51.00
2301-200717,3860,Title and Escrow,3.00,1780.00,61.00,0.00,37.00
2301-200718,3860,Title and Escrow,0.00,240.00,4.00,1.00,45.00
2301-200719,3860,Title and Escrow,2.00,569.00,12.00,1.00,45.00
17-501460,3863,LCP - Title Only,1.00,422.00,5.00,1.00,45.00
2301-200720,3863,Title and Escrow,0.00,2263.00,91.00,0.00,80.00
2301-200721,3863,Title and Escrow,1.00,1945.00,67.00,0.00,99.00
17-501461,3860,Title & Sub-Escrow,1.00,1203.00,44.00,0.00,58.00
17-501462,3860,Title & Sub-Escrow,1.00,1285.00,34.00,0.00,87.00
2301-200722,3863,Title and Escrow,1.00,1260.00,29.00,0.00,17.00
2301-200723,3860,Title and Escrow,1.00,1332.00,37.00,0.00,97.00
2301-200724,3860,Title and Escrow,3.00,1196.00,33.00,0.00,65.00
17-501463,3860,Title & Sub-Escrow,6.00,856.00,25.00,1.00,45.00
2301-200725,3863,Title and Escrow,2.00,1449.00,44.00,0.00,28.00
17-501464,3860,TSG - Trustee Sale Guarantee,5.00,624.00,9.00,0.00,83.00
17-501466,3863,Title & Full Escrow,8.00,865.00,17.00,1.00,45.00
2301-200726,3863,Title and Escrow,2.00,480.00,8.00,1.00,45.00
17-501467,3860,TSG - Trustee Sale Guarantee,6.00,541.00,8.00,0.00,83.00
17-501468,3860,TSG - Trustee Sale Guarantee,1.00,603.00,12.00,0.00,83.00
17-501469,3860,TSG - Trustee Sale Guarantee,1.00,600.00,13.00,0.00,83.00
17-501470,3863,TSG - Trustee Sale Guarantee,2.00,435.00,5.00,0.00,83.00
17-501471,3860,TSG - Trustee Sale Guarantee,1.00,602.00,11.00,0.00,83.00
17-501472,3863,TSG - Trustee Sale Guarantee,1.00,371.00,3.00,0.00,83.00
17-501473,3863,TSG - Trustee Sale Guarantee,2.00,479.00,6.00,0.00,83.00
17-501474,3863,TSG - Trustee Sale Guarantee,4.00,386.00,3.00,0.00,83.00
17-501475,3863,TSG - Trustee Sale Guarantee,3.00,389.00,4.00,0.00,83.00
17-501476,3860,TSG - Trustee Sale Guarantee,2.00,462.00,7.00,0.00,83.00
2301-200728,3860,Title and Escrow,0.00,490.00,11.00,1.00,45.00
17-501477,3860,Property Report / O&E - Title Only,1.00,587.00,16.00,0.00,31.00
17-501480,3863,LCP - Title Only,1.00,571.00,11.00,0.00,15.00
2301-200729,3863,Title and Escrow,0.00,460.00,18.00,1.00,45.00
17-501481,3863,Title & Full Escrow,2.00,979.00,20.00,0.00,50.00
2301-200730,3863,Title and Escrow,2.00,1298.00,45.00,0.00,41.00
17-501483,3860,Property Report / O&E - Title Only,1.00,566.00,13.00,0.00,49.00
17-501484,3863,Title Only,2.00,1015.00,26.00,0.00,41.00
17-501485,3863,Title Only,0.00,397.00,4.00,1.00,45.00
17-501486,3860,Property Report / O&E - Title Only,1.00,643.00,14.00,0.00,79.00
17-501487,3863,Title Only,2.00,438.00,4.00,1.00,45.00
17-501488,3860,Property Report / O&E - Title Only,1.00,633.00,15.00,0.00,38.00
17-501489,3860,Property Report / O&E - Title Only,1.00,323.00,4.00,0.00,178.00
17-501490,3860,Property Report / O&E - Title Only,1.00,599.00,16.00,0.00,28.00
17-501491,3860,Title & Sub-Escrow,2.00,655.00,23.00,1.00,45.00
17-501492,3863,Title Only,2.00,887.00,34.00,0.00,59.00
2301-200733,3860,Title and Escrow,1.00,436.00,7.00,1.00,45.00
17-501493,3863,Title Only,0.00,266.00,4.00,1.00,45.00
17-501494,3860,Property Report / O&E - Title Only,1.00,516.00,13.00,0.00,49.00
17-501495,3860,Property Report / O&E - Title Only,1.00,318.00,5.00,0.00,178.00
17-501496,3863,Title & Full Escrow,1.00,1243.00,18.00,0.00,27.00
17-501497,3860,Property Report / O&E - Title Only,1.00,306.00,5.00,0.00,178.00
17-501499,3863,LCP & Sub-Escrow,3.00,828.00,21.00,0.00,83.00
17-501500,3860,Property Report / O&E - Title Only,1.00,449.00,18.00,0.00,178.00
17-501501,3860,Property Report / O&E - Title Only,2.00,677.00,17.00,0.00,69.00
2301-200735,29189,Title and Escrow,0.00,497.00,12.00,1.00,45.00
17-501504,3863,Property Report / O&E - Title Only,1.00,312.00,6.00,0.00,178.00
2301-200736,3860,Title and Escrow,0.00,1434.00,45.00,0.00,71.00
17-501505,3863,LCP & Sub-Escrow,2.00,717.00,22.00,0.00,83.00
17-501506,3863,Property Report / O&E - Title Only,1.00,294.00,4.00,0.00,178.00
2301-200737,3863,Title and Escrow,0.00,1527.00,45.00,0.00,20.00
17-501507,3863,LCP - Title Only,1.00,373.00,5.00,1.00,45.00
17-501508,3860,Title Only,1.00,1008.00,31.00,0.00,42.00
2301-200738,3863,Title and Escrow,0.00,1411.00,39.00,0.00,42.00
17-501509,3863,LCP - Title Only,1.00,329.00,5.00,1.00,45.00
17-501510,3863,LCP - Title Only,1.00,613.00,12.00,0.00,37.00
17-501511,3863,Title & Full Escrow,1.00,940.00,20.00,0.00,20.00
17-501512,3863,Title Only,1.00,874.00,28.00,0.00,44.00
2301-200739,3863,Title and Escrow,0.00,1603.00,43.00,0.00,49.00
17-501513,3863,Title & Sub-Escrow,1.00,827.00,21.00,0.00,45.00
2301-200743,3863,Title and Escrow,2.00,1219.00,36.00,0.00,50.00
2301-200744,3860,Title and Escrow,0.00,395.00,5.00,1.00,45.00
17-501514,3863,Title & Sub-Escrow,2.00,918.00,26.00,0.00,83.00
2301-200747,3860,Title and Escrow,2.00,1170.00,34.00,0.00,34.00
2301-200748,3863,Title and Escrow,2.00,496.00,11.00,1.00,45.00
17-501516,3863,LCP - Title Only,1.00,616.00,10.00,0.00,41.00
17-501517,3863,Title Only,1.00,874.00,26.00,0.00,34.00
17-501519,3863,Title & Full Escrow,0.00,252.00,2.00,1.00,45.00
2301-200749,3860,Title and Escrow,0.00,1159.00,28.00,0.00,38.00
17-501523,3863,Title & Full Escrow,1.00,966.00,18.00,0.00,57.00
17-501524,3863,LCP - Title Only,1.00,363.00,6.00,1.00,45.00
17-501525,3863,Title & Full Escrow,1.00,1029.00,19.00,0.00,31.00
17-501526,3863,Title & Sub-Escrow,1.00,971.00,28.00,0.00,77.00
17-501528,3863,Title & Full Escrow,1.00,911.00,17.00,0.00,51.00
17-501529,3863,Title & Sub-Escrow,3.00,341.00,5.00,1.00,45.00
17-501531,3863,Title & Full Escrow,1.00,1001.00,17.00,0.00,46.00
17-501532,3863,Title & Full Escrow,2.00,1069.00,21.00,0.00,42.00
17-501533,3863,LCP - Title Only,2.00,619.00,12.00,0.00,38.00
17-501534,3860,Title & Full Escrow,1.00,986.00,19.00,0.00,29.00
2301-200752,3863,Title and Escrow,0.00,693.00,18.00,1.00,45.00
2301-200753,3860,Title and Escrow,1.00,542.00,14.00,1.00,45.00
2301-200754,3860,Title and Escrow,0.00,520.00,18.00,1.00,45.00
17-501535,3863,LCP - Title Only,1.00,630.00,14.00,0.00,35.00
17-501536,3863,LCP - Title Only,1.00,385.00,6.00,1.00,45.00
17-501537,3863,Title & Sub-Escrow,2.00,389.00,6.00,1.00,45.00
17-501538,3863,Property Report / O&E - Title Only,2.00,549.00,17.00,0.00,17.00
17-501539,3863,Property Report / O&E - Title Only,1.00,565.00,12.00,0.00,31.00
2301-200756,3860,Title and Escrow,1.00,1682.00,44.00,0.00,28.00
17-501540,3863,Title Only,0.00,736.00,23.00,0.00,42.00
17-501541,3860,Property Report / O&E - Title Only,1.00,322.00,6.00,0.00,178.00
17-501542,3860,Property Report / O&E - Title Only,2.00,544.00,19.00,0.00,51.00
2301-200757,3860,Title and Escrow,1.00,1508.00,47.00,0.00,24.00
17-501543,3863,Title & Full Escrow,0.00,456.00,5.00,1.00,45.00
17-501544,3863,Title & Full Escrow,0.00,987.00,14.00,0.00,57.00
17-501545,3860,Property Report / O&E - Title Only,1.00,553.00,13.00,0.00,71.00
17-501546,3863,Title & Full Escrow,1.00,1260.00,23.00,0.00,52.00
2301-200758,3863,Title and Escrow,0.00,1158.00,46.00,0.00,66.00
17-501547,3860,Title Only,1.00,704.00,24.00,0.00,37.00
17-501548,3863,Title & Sub-Escrow,1.00,718.00,18.00,0.00,37.00
17-501549,3863,LCP - Title Only,1.00,626.00,9.00,0.00,48.00
17-501550,3863,LCP & Sub-Escrow,2.00,862.00,20.00,0.00,83.00
17-501551,3860,Title Only,1.00,417.00,6.00,1.00,45.00
17-501552,3863,Title & Full Escrow,1.00,371.00,4.00,1.00,45.00
17-501553,3863,Title Only,0.00,264.00,3.00,1.00,45.00
17-501554,3863,LCP - Title Only,1.00,616.00,18.00,0.00,29.00
2301-200759,3863,Title and Escrow,0.00,1258.00,30.00,0.00,27.00
17-501555,3860,Title Only,0.00,221.00,7.00,1.00,45.00
2301-200761,3863,Title and Escrow,2.00,477.00,11.00,1.00,45.00
17-501556,3863,Title Only,2.00,878.00,37.00,0.00,52.00
17-501557,3863,LCP - Title Only,0.00,491.00,5.00,1.00,45.00
2301-200762,3863,Title and Escrow,0.00,1662.00,31.00,0.00,28.00
17-501558,3860,Property Report / O&E - Title Only,0.00,205.00,4.00,1.00,45.00
17-501559,3863,Legal & Vesting - Title Only,0.00,345.00,2.00,1.00,45.00
17-501560,3863,Title & Sub-Escrow,0.00,872.00,26.00,1.00,45.00
17-501561,3863,Title & Full Escrow,0.00,1238.00,13.00,0.00,139.00
2301-200764,3863,Title and Escrow,1.00,1229.00,31.00,0.00,35.00
17-501563,3863,Title Only,1.00,1344.00,47.00,0.00,86.00
17-501564,3863,Title & Sub-Escrow,2.00,748.00,10.00,1.00,45.00
17-501565,3860,Title & Sub-Escrow,1.00,1291.00,41.00,0.00,71.00
