sFileNumber,vCoverageType,vTransaction,nLoanAmount,nLiens,nActions,nAuditEntries,nTotalNotes,oCancelled,oNumDays
17-505149,3863,Refinance,93941.0,1.0,52.0,12.59701492537310,0.34328358208955,0.0,67.0
17-505151,3863,TSG,500000.0,7.0,16.0,20.25000000000000,0.17857142857143,0.0,28.0
2301-202591,3863,Reverse Mortgage,125000.0,0.0,48.0,10.04444444444440,0.13333333333333,1.0,45.0
2301-202593,3860,Reverse Mortgage,1046520.0,3.0,50.0,13.55555555555560,0.51111111111111,1.0,45.0
17-505154,3863,Uninsured (Info Products),75000.0,1.0,30.0,19.39130434782610,0.30434782608696,0.0,23.0
17-505155,3863,Refinance,474997.0,2.0,53.0,11.65000000000000,0.35000000000000,0.0,80.0
17-505156,3863,Refinance,100.0,15.0,30.0,3.89189189189189,0.03378378378378,0.0,148.0
17-505157,3863,Refinance,100.0,5.0,30.0,3.43243243243243,0.02027027027027,0.0,148.0
17-505158,3860,Refinance,316665.0,2.0,81.0,24.33333333333330,0.78431372549020,0.0,51.0
17-505159,3863,Refinance,228500.0,0.0,52.0,13.28888888888890,0.13333333333333,1.0,45.0
17-505160,3860,Refinance,168136.0,1.0,55.0,18.41509433962260,0.56603773584906,0.0,53.0
17-505161,3863,Refinance,125000.0,0.0,57.0,6.71111111111111,0.13333333333333,1.0,45.0
17-505163,3863,Refinance,474921.0,1.0,66.0,32.52631578947370,0.81578947368421,0.0,38.0
17-505164,3863,Uninsured (Info Products),255000.0,0.0,41.0,13.48888888888890,0.15555555555556,1.0,45.0
2301-202595,3860,Reverse Mortgage,105165.0,1.0,74.0,14.74358974358970,0.43589743589744,0.0,78.0
17-505165,3860,Refinance,102500.0,1.0,67.0,29.27777777777780,0.66666666666667,0.0,36.0
17-505166,3860,Uninsured (Info Products),110000.0,1.0,40.0,11.14000000000000,0.22000000000000,0.0,50.0
17-505167,3860,Uninsured (Info Products),175000.0,1.0,41.0,15.19444444444440,0.36111111111111,0.0,36.0
17-505168,3863,Uninsured (Info Products),143000.0,1.0,21.0,2.79674796747967,0.04878048780488,0.0,123.0
2301-202596,29189,Reverse Mortgage,38190.0,0.0,66.0,61.04000000000000,2.60000000000000,0.0,25.0
17-505169,3863,Uninsured (Info Products),398000.0,1.0,21.0,2.27642276422764,0.02439024390244,0.0,123.0
17-505170,3863,Refinance,186400.0,1.0,37.0,18.36842105263160,0.36842105263158,0.0,38.0
17-505171,3863,Uninsured (Info Products),40000.0,1.0,37.0,14.68421052631580,0.23684210526316,0.0,38.0
17-505172,3863,Refinance,66000.0,1.0,36.0,20.92857142857140,0.25000000000000,0.0,28.0
2301-202597,3860,Reverse Mortgage,147000.0,2.0,47.0,11.35555555555560,0.35555555555556,1.0,45.0
17-505173,3860,Uninsured (Info Products),84900.0,1.0,46.0,16.75000000000000,0.33333333333333,0.0,36.0
17-505174,3863,Uninsured (Info Products),60000.0,1.0,32.0,26.55555555555560,0.50000000000000,0.0,18.0
17-505175,3860,Uninsured (Info Products),20000.0,2.0,39.0,15.13888888888890,0.30555555555556,0.0,36.0
17-505176,3863,Uninsured (Info Products),25000.0,0.0,31.0,16.00000000000000,0.33333333333333,0.0,30.0
17-505177,3860,Uninsured (Info Products),97400.0,2.0,67.0,31.87500000000000,0.79166666666667,0.0,24.0
17-505178,3860,Uninsured (Info Products),88300.0,2.0,40.0,11.28571428571430,0.17857142857143,0.0,56.0
17-505179,3863,Refinance,240000.0,1.0,45.0,9.33333333333333,0.15555555555556,1.0,45.0
17-505180,3863,Refinance,100000.0,0.0,39.0,14.24444444444440,0.40000000000000,1.0,45.0
17-505181,3863,Refinance,392000.0,2.0,52.0,18.76086956521740,0.56521739130435,0.0,46.0
17-505182,3863,Refinance,50000.0,1.0,34.0,37.37500000000000,0.56250000000000,0.0,16.0
17-505183,3863,Refinance,50000.0,0.0,35.0,34.44444444444440,0.77777777777778,0.0,18.0
2301-202598,3860,Reverse Mortgage,226180.0,2.0,83.0,20.20253164556960,0.68354430379747,0.0,79.0
17-505184,3863,Uninsured (Info Products),0.0,1.0,30.0,26.29411764705880,0.52941176470588,0.0,17.0
2301-202599,3860,Reverse Mortgage,34535.0,1.0,72.0,30.30000000000000,0.78000000000000,0.0,50.0
17-505185,3860,Refinance,345000.0,1.0,44.0,13.52631578947370,0.38596491228070,0.0,57.0
17-505186,3860,Refinance,102000.0,1.0,81.0,37.72972972972970,0.86486486486487,0.0,37.0
17-505187,3863,Refinance,120000.0,1.0,39.0,14.76744186046510,0.23255813953488,0.0,43.0
17-505188,3863,Refinance,125000.0,0.0,41.0,27.68750000000000,0.81250000000000,0.0,32.0
17-505189,3860,Refinance,68267.0,1.0,67.0,9.57142857142857,0.25000000000000,0.0,112.0
17-505190,3863,Refinance,159750.0,1.0,69.0,14.83750000000000,0.25000000000000,0.0,80.0
17-505191,3863,Refinance,28500.0,0.0,38.0,21.50000000000000,0.63333333333333,0.0,30.0
17-505192,3863,Refinance,155000.0,1.0,53.0,35.40909090909090,0.54545454545455,0.0,22.0
2301-202600,3863,Reverse Mortgage,93000.0,2.0,53.0,13.17777777777780,0.13333333333333,1.0,45.0
17-505193,3863,Refinance,30000.0,1.0,34.0,12.55555555555560,0.24444444444444,0.0,45.0
17-505194,3863,Refinance,75000.0,1.0,26.0,7.82222222222222,0.13333333333333,1.0,45.0
2301-202601,3863,Reverse Mortgage,83000.0,0.0,56.0,16.15555555555560,0.24444444444444,1.0,45.0
2301-202602,3863,Reverse Mortgage,220000.0,2.0,98.0,41.23076923076920,1.51282051282051,0.0,39.0
17-505196,3863,Refinance,120000.0,1.0,31.0,17.24324324324320,0.21621621621622,0.0,37.0
17-505198,3860,Refinance,73600.0,1.0,55.0,14.87878787878790,0.59090909090909,0.0,66.0
17-505199,3860,Refinance,181600.0,2.0,33.0,12.84444444444440,0.26666666666667,1.0,45.0
17-505200,3863,Refinance,330839.0,1.0,44.0,36.07142857142860,0.78571428571429,0.0,28.0
2301-202604,3860,Reverse Mortgage,42192.0,1.0,73.0,37.42857142857140,1.11428571428571,0.0,35.0
17-505201,3863,Refinance,26000.0,1.0,44.0,40.70588235294120,0.58823529411765,0.0,17.0
17-505202,3863,Refinance,342956.0,2.0,23.0,9.22222222222222,0.08888888888889,1.0,45.0
17-505203,3860,Refinance,375000.0,1.0,25.0,8.40000000000000,0.13333333333333,1.0,45.0
17-505204,3863,Refinance,170000.0,1.0,112.0,17.81250000000000,0.45000000000000,0.0,80.0
17-505205,3863,Refinance,25000.0,1.0,29.0,32.68750000000000,0.56250000000000,0.0,16.0
17-505206,3863,Refinance,51000.0,0.0,49.0,15.42222222222220,0.20000000000000,1.0,45.0
2301-202606,3863,Reverse Mortgage,625500.0,0.0,52.0,13.77777777777780,0.22222222222222,1.0,45.0
17-505207,3863,Refinance,35000.0,0.0,33.0,9.82222222222222,0.17777777777778,1.0,45.0
17-505208,3863,Refinance,125000.0,0.0,81.0,18.44444444444440,0.24444444444444,1.0,45.0
17-505209,3863,Refinance,475180.0,2.0,32.0,10.64444444444440,0.13333333333333,1.0,45.0
17-505210,3860,Refinance,117216.0,1.0,59.0,13.35937500000000,0.39062500000000,0.0,64.0
17-505211,3863,Refinance,99280.0,1.0,53.0,16.50980392156860,0.56862745098039,0.0,51.0
2301-202608,3860,Reverse Mortgage,285948.0,2.0,71.0,41.75000000000000,1.28125000000000,0.0,32.0
17-505212,3860,Refinance,53707.0,1.0,62.0,11.66250000000000,0.32500000000000,0.0,80.0
17-505213,3863,Refinance,40000.0,1.0,30.0,20.68000000000000,0.44000000000000,0.0,25.0
17-505217,3863,Refinance,109406.0,3.0,59.0,13.35820895522390,0.34328358208955,0.0,67.0
2301-202609,3860,Reverse Mortgage,50760.3,0.0,63.0,82.53333333333330,2.20000000000000,0.0,15.0
17-505218,3863,Refinance,80000.0,2.0,27.0,8.88888888888889,0.11111111111111,1.0,45.0
17-505219,3863,Refinance,162054.0,1.0,82.0,14.98701298701300,0.40259740259740,0.0,77.0
2301-202610,3860,Reverse Mortgage,55224.0,3.0,99.0,22.67123287671230,0.93150684931507,0.0,73.0
2301-202611,3860,Reverse Mortgage,136250.0,0.0,84.0,27.10714285714290,0.96428571428571,0.0,56.0
2301-202612,3860,Reverse Mortgage,22892.0,0.0,126.0,19.21428571428570,0.59523809523810,0.0,84.0
17-505220,3863,Refinance,49400.0,0.0,25.0,5.88888888888889,0.15555555555556,1.0,45.0
2301-202615,3863,Reverse Mortgage,114624.0,2.0,58.0,33.93750000000000,0.96875000000000,0.0,32.0
17-505221,3863,Refinance,35000.0,1.0,30.0,18.93333333333330,0.40000000000000,0.0,30.0
17-505223,3863,Refinance,142000.0,2.0,62.0,17.16071428571430,0.35714285714286,0.0,56.0
17-505225,3863,Refinance,132000.0,1.0,70.0,18.24561403508770,0.43859649122807,0.0,57.0
17-505226,3863,Refinance,246400.0,2.0,58.0,19.15909090909090,0.36363636363636,0.0,44.0
17-505229,3863,Refinance,254000.0,1.0,54.0,34.64000000000000,0.44000000000000,0.0,25.0
17-505230,3863,Refinance,173000.0,1.0,70.0,22.13207547169810,0.35849056603774,0.0,53.0
2301-202618,3863,Reverse Mortgage,388435.5,0.0,78.0,36.11363636363640,1.59090909090909,0.0,44.0
17-505231,3863,Refinance,169000.0,1.0,41.0,21.90625000000000,0.43750000000000,0.0,32.0
17-505232,3863,Refinance,100000.0,1.0,31.0,23.80000000000000,0.44000000000000,0.0,25.0
17-505233,3863,Refinance,101250.0,1.0,79.0,19.86538461538460,0.36538461538462,0.0,52.0
2301-202620,3863,Reverse Mortgage,117000.0,1.0,53.0,11.91111111111110,0.42222222222222,1.0,45.0
2301-202621,3863,Reverse Mortgage,51646.0,0.0,70.0,42.37500000000000,1.33333333333333,0.0,24.0
2301-202622,3863,Reverse Mortgage,300000.0,1.0,45.0,10.06666666666670,0.22222222222222,1.0,45.0
17-505236,3863,Refinance,90739.0,1.0,35.0,13.51020408163270,0.34693877551020,0.0,49.0
2301-202624,3863,Reverse Mortgage,103525.0,0.0,91.0,70.63636363636360,2.45454545454545,0.0,22.0
17-505238,3863,Refinance,390000.0,2.0,76.0,23.13461538461540,0.61538461538462,0.0,52.0
2301-202626,3863,Reverse Mortgage,72500.0,0.0,72.0,25.88636363636360,1.00000000000000,0.0,44.0
17-505239,3863,Refinance,60000.0,1.0,36.0,38.86666666666670,0.66666666666667,0.0,15.0
17-505240,3863,Refinance,60000.0,1.0,34.0,22.34482758620690,0.31034482758621,0.0,29.0
17-505241,3863,Refinance,390000.0,1.0,45.0,27.27586206896550,0.89655172413793,0.0,29.0
17-505242,3860,Refinance,247965.0,1.0,53.0,15.82222222222220,0.42222222222222,1.0,45.0
17-505243,3860,Refinance,85000.0,1.0,34.0,9.82222222222222,0.24444444444444,1.0,45.0
2301-202629,3860,Reverse Mortgage,42435.0,1.0,90.0,59.83333333333330,1.73333333333333,0.0,30.0
2301-202630,3863,Reverse Mortgage,243257.0,0.0,74.0,43.13793103448280,1.34482758620690,0.0,29.0
17-505246,3863,Uninsured (Info Products),100000.0,1.0,20.0,2.54918032786885,0.03278688524590,0.0,122.0
17-505247,3860,Refinance,417000.0,2.0,29.0,10.31111111111110,0.13333333333333,1.0,45.0
17-505248,3863,Uninsured (Info Products),100000.0,1.0,20.0,2.34426229508197,0.02459016393443,0.0,122.0
17-505249,3860,Refinance,46300.0,1.0,92.0,40.73529411764710,1.38235294117647,0.0,34.0
2301-202632,3863,Reverse Mortgage,129948.0,1.0,76.0,58.31818181818180,2.04545454545455,0.0,22.0
2301-202633,3863,Reverse Mortgage,339730.0,2.0,69.0,43.17647058823530,1.88235294117647,0.0,34.0
17-505251,3860,Refinance,114379.0,1.0,56.0,9.07142857142857,0.35714285714286,0.0,98.0
17-505253,3863,Refinance,250000.0,1.0,37.0,39.29411764705880,1.00000000000000,0.0,17.0
17-505254,3860,Uninsured (Info Products),36200.0,1.0,37.0,13.02272727272730,0.27272727272727,0.0,44.0
17-505255,3860,Uninsured (Info Products),50000.0,1.0,37.0,12.51162790697670,0.23255813953488,0.0,43.0
17-505256,3863,Uninsured (Info Products),69000.0,1.0,62.0,20.95238095238100,0.64285714285714,0.0,42.0
17-505257,3860,Uninsured (Info Products),42900.0,1.0,24.0,2.92307692307692,0.05769230769231,0.0,104.0
17-505258,3863,Refinance,146000.0,3.0,56.0,25.31578947368420,0.36842105263158,0.0,38.0
17-505259,3863,Refinance,100000.0,0.0,52.0,33.66666666666670,0.96296296296296,0.0,27.0
17-505260,3860,Uninsured (Info Products),430000.0,1.0,71.0,19.62222222222220,0.51111111111111,0.0,45.0
2301-202635,3860,Reverse Mortgage,89550.0,0.0,87.0,56.90909090909090,2.09090909090909,0.0,22.0
17-505262,3860,Uninsured (Info Products),33450.0,1.0,24.0,2.77884615384615,0.03846153846154,0.0,104.0
17-505263,3863,Refinance,150000.0,0.0,23.0,8.02222222222222,0.08888888888889,1.0,45.0
17-505266,3863,Refinance,147000.0,0.0,45.0,6.44444444444444,0.13333333333333,1.0,45.0
17-505267,3863,Uninsured (Info Products),400000.0,1.0,32.0,16.85294117647060,0.23529411764706,0.0,34.0
17-505268,3863,Uninsured (Info Products),250000.0,1.0,32.0,11.27083333333330,0.18750000000000,0.0,48.0
17-505269,3863,Refinance,14800.0,1.0,35.0,26.78260869565220,0.47826086956522,0.0,23.0
17-505270,3860,Uninsured (Info Products),80000.0,1.0,36.0,10.00000000000000,0.19642857142857,0.0,56.0
2301-202637,3860,Reverse Mortgage,68875.0,1.0,80.0,34.10204081632650,1.06122448979592,0.0,49.0
17-505271,3860,Uninsured (Info Products),50000.0,1.0,24.0,2.79807692307692,0.03846153846154,0.0,104.0
2301-202638,3860,Reverse Mortgage,50000.0,4.0,59.0,21.17777777777780,0.35555555555556,1.0,45.0
17-505272,3863,Refinance,250000.0,1.0,44.0,11.60000000000000,0.28571428571429,0.0,70.0
17-505273,3860,Refinance,150000.0,1.0,28.0,25.58333333333330,0.50000000000000,0.0,24.0
17-505274,3860,Uninsured (Info Products),20000.0,1.0,38.0,15.16666666666670,0.30555555555556,0.0,36.0
17-505276,3860,Uninsured (Info Products),27400.0,0.0,24.0,2.39344262295082,0.02459016393443,0.0,122.0
2301-202639,3860,Reverse Mortgage,61374.0,0.0,93.0,58.85185185185190,1.77777777777778,0.0,27.0
17-505277,3860,Uninsured (Info Products),11000.0,1.0,35.0,14.73684210526320,0.31578947368421,0.0,38.0
17-505279,3860,Uninsured (Info Products),150000.0,2.0,37.0,16.28571428571430,0.31428571428571,0.0,35.0
17-505280,3863,Uninsured (Info Products),191600.0,2.0,32.0,19.96551724137930,0.41379310344828,0.0,29.0
17-505281,3860,Uninsured (Info Products),25000.0,2.0,35.0,14.92105263157890,0.42105263157895,0.0,38.0
17-505282,3863,Uninsured (Info Products),250000.0,2.0,36.0,24.45454545454550,0.50000000000000,0.0,22.0
17-505283,3860,Uninsured (Info Products),56000.0,1.0,24.0,3.20192307692308,0.03846153846154,0.0,104.0
17-505284,3860,Uninsured (Info Products),20000.0,1.0,43.0,10.57894736842110,0.19298245614035,0.0,57.0
2301-202641,3863,Reverse Mortgage,58740.0,0.0,72.0,54.50000000000000,1.77272727272727,0.0,22.0
2301-202642,3863,Reverse Mortgage,297330.0,2.0,100.0,11.83216783216780,0.37062937062937,0.0,143.0
17-505286,3863,Refinance,100000.0,0.0,38.0,39.06250000000000,0.93750000000000,0.0,16.0
17-505287,3863,Refinance,100.0,1.0,30.0,3.46258503401361,0.02040816326531,0.0,147.0
2301-202643,3863,Reverse Mortgage,120000.0,0.0,91.0,61.34782608695650,2.21739130434783,0.0,23.0
17-505289,3860,Refinance,72885.0,1.0,43.0,15.87755102040820,0.40816326530612,0.0,49.0
17-505290,3863,Refinance,50000.0,1.0,57.0,15.39682539682540,0.22222222222222,0.0,63.0
17-505292,3863,Refinance,201000.0,1.0,43.0,10.13043478260870,0.27536231884058,0.0,69.0
2301-202646,3863,Reverse Mortgage,341523.0,0.0,84.0,39.31034482758620,1.37931034482759,0.0,29.0
17-505293,3863,Uninsured (Info Products),11100.0,1.0,26.0,33.30769230769230,0.53846153846154,0.0,13.0
2301-202647,3860,Reverse Mortgage,135360.0,1.0,93.0,24.20547945205480,0.84931506849315,0.0,73.0
2301-202648,3860,Reverse Mortgage,40079.4,1.0,99.0,19.69230769230770,0.53846153846154,0.0,78.0
17-505294,3863,Refinance,65000.0,1.0,34.0,20.30000000000000,0.30000000000000,0.0,30.0
17-505295,3863,Refinance,226300.0,1.0,39.0,12.06666666666670,0.37777777777778,1.0,45.0
2301-202649,3863,Reverse Mortgage,298644.0,1.0,72.0,27.29166666666670,1.02083333333333,0.0,48.0
17-505298,3863,Refinance,97344.0,2.0,65.0,11.73493975903610,0.30120481927711,0.0,83.0
2301-202651,3860,Reverse Mortgage,116415.0,0.0,81.0,24.65454545454550,0.94545454545455,0.0,55.0
17-505299,3863,Refinance,20000.0,0.0,20.0,4.93333333333333,0.06666666666667,1.0,45.0
17-505301,3863,Refinance,100.0,6.0,30.0,3.40816326530612,0.02040816326531,0.0,147.0
2301-202654,3863,Reverse Mortgage,364695.0,1.0,66.0,48.18181818181820,1.27272727272727,0.0,22.0
17-505302,3863,Refinance,50000.0,2.0,49.0,11.17187500000000,0.23437500000000,0.0,64.0
17-505303,3863,Refinance,133000.0,1.0,68.0,22.32758620689660,0.67241379310345,0.0,58.0
2301-202655,3863,Reverse Mortgage,230000.0,3.0,62.0,20.02222222222220,0.86666666666667,1.0,45.0
17-505304,3863,Refinance,85000.0,0.0,24.0,8.40000000000000,0.37777777777778,1.0,45.0
17-505305,3863,Refinance,50000.0,1.0,39.0,26.52173913043480,0.39130434782609,0.0,23.0
17-505306,3863,Refinance,350000.0,1.0,49.0,9.57777777777778,0.13333333333333,1.0,45.0
17-505307,3863,Refinance,220000.0,2.0,29.0,18.37931034482760,0.55172413793103,0.0,29.0
2301-202656,3860,Reverse Mortgage,79000.0,1.0,52.0,12.22222222222220,0.26666666666667,1.0,45.0
17-505308,3863,Refinance,208000.0,1.0,51.0,20.18421052631580,0.57894736842105,0.0,38.0
17-505309,3863,Refinance,175000.0,0.0,62.0,16.21818181818180,0.47272727272727,0.0,55.0
17-505310,3863,Refinance,250000.0,2.0,33.0,11.54000000000000,0.32000000000000,0.0,50.0
17-505314,3863,Refinance,77600.0,1.0,58.0,18.00000000000000,0.28846153846154,0.0,52.0
17-505316,3863,Refinance,140114.0,1.0,56.0,36.04166666666670,0.62500000000000,0.0,24.0
17-505318,3863,Refinance,13100.0,0.0,37.0,14.38095238095240,0.33333333333333,0.0,42.0
17-505319,3860,Refinance,185000.0,3.0,25.0,8.48888888888889,0.17777777777778,1.0,45.0
17-505320,3863,Refinance,286000.0,1.0,106.0,16.21978021978020,0.61538461538462,0.0,91.0
17-505321,3863,Uninsured (Info Products),64000.0,1.0,20.0,2.27049180327869,0.02459016393443,0.0,122.0
17-505322,3863,Refinance,100.0,0.0,30.0,3.22448979591837,0.02040816326531,0.0,147.0
17-505323,3860,Uninsured (Info Products),100000.0,1.0,30.0,33.28571428571430,0.71428571428571,0.0,14.0
17-505324,3863,Refinance,240000.0,2.0,45.0,21.92105263157890,0.65789473684211,0.0,38.0
2301-202658,3863,Reverse Mortgage,580000.0,2.0,79.0,28.32653061224490,1.02040816326531,0.0,49.0
17-505326,3863,Refinance,50000.0,1.0,34.0,16.63888888888890,0.22222222222222,0.0,36.0
17-505327,3863,Refinance,75000.0,2.0,24.0,7.68888888888889,0.08888888888889,1.0,45.0
2301-202662,3863,Reverse Mortgage,125580.0,1.0,77.0,54.52173913043480,1.39130434782609,0.0,23.0
17-505328,3863,Refinance,20000.0,2.0,49.0,17.39583333333330,0.41666666666667,0.0,48.0
17-505329,3863,Refinance,50000.0,1.0,29.0,21.12500000000000,0.54166666666667,0.0,24.0
2301-202664,3860,Reverse Mortgage,89000.0,7.0,55.0,18.11111111111110,0.40000000000000,1.0,45.0
17-505330,3860,Refinance,120000.0,1.0,72.0,21.32000000000000,0.76000000000000,0.0,50.0
17-505331,3863,Refinance,326428.0,1.0,37.0,13.46000000000000,0.34000000000000,0.0,50.0
17-505332,3863,Refinance,731250.0,0.0,26.0,6.82222222222222,0.11111111111111,1.0,45.0
17-505333,3863,Refinance,207900.0,1.0,41.0,22.72727272727270,0.54545454545455,0.0,33.0
17-505335,3860,Refinance,124417.0,1.0,48.0,15.01818181818180,0.43636363636364,0.0,55.0
17-505338,3860,Refinance,44636.0,1.0,56.0,14.24615384615380,0.40000000000000,0.0,65.0
2301-202665,3860,Reverse Mortgage,46835.0,0.0,100.0,37.63636363636360,1.29545454545455,0.0,44.0
17-505342,3860,Refinance,95939.0,1.0,58.0,6.29078014184397,0.25531914893617,0.0,141.0
2301-202667,3863,Reverse Mortgage,266630.0,1.0,55.0,31.25000000000000,0.82142857142857,0.0,28.0
17-505343,3863,Refinance,284000.0,1.0,54.0,17.66000000000000,0.32000000000000,0.0,50.0
17-505344,3863,Refinance,600000.0,1.0,28.0,8.35555555555556,0.11111111111111,1.0,45.0
17-505345,3863,Refinance,57800.0,1.0,35.0,26.45454545454550,0.50000000000000,0.0,22.0
17-505346,3863,Refinance,140000.0,2.0,47.0,22.88571428571430,0.42857142857143,0.0,35.0
17-505347,3863,Refinance,740000.0,1.0,37.0,9.93333333333333,0.17777777777778,1.0,45.0
17-505348,3860,Refinance,208326.0,1.0,54.0,14.03225806451610,0.51612903225807,0.0,62.0
17-505349,3860,Refinance,150605.0,1.0,47.0,10.41463414634150,0.36585365853659,0.0,82.0
2301-202668,3860,Reverse Mortgage,124118.0,1.0,75.0,19.67213114754100,0.67213114754098,0.0,61.0
2301-202669,3863,Reverse Mortgage,63984.5,1.0,70.0,22.00000000000000,0.56363636363636,0.0,55.0
17-505351,3863,Refinance,900000.0,1.0,55.0,13.38571428571430,0.31428571428571,0.0,70.0
17-505352,3863,Refinance,214567.0,1.0,61.0,21.05000000000000,0.80000000000000,0.0,40.0
17-505354,3863,Refinance,228000.0,1.0,34.0,22.38461538461540,0.42307692307692,0.0,26.0
17-505355,3863,Uninsured (Info Products),480000.0,2.0,33.0,8.76811594202899,0.14492753623188,0.0,69.0
17-505356,3860,Uninsured (Info Products),40000.0,1.0,34.0,16.93939393939390,0.30303030303030,0.0,33.0
2301-202671,3860,Reverse Mortgage,43882.0,0.0,76.0,28.29545454545450,0.70454545454546,0.0,44.0
17-505357,3860,Uninsured (Info Products),50000.0,2.0,41.0,10.16923076923080,0.23076923076923,0.0,65.0
17-505358,3863,Refinance,36800.0,1.0,51.0,27.32142857142860,0.28571428571429,0.0,28.0
17-505359,3863,Refinance,35000.0,1.0,35.0,20.68965517241380,0.41379310344828,0.0,29.0
17-505360,3863,Refinance,281000.0,1.0,57.0,35.32142857142860,0.71428571428571,0.0,28.0
17-505361,3863,Uninsured (Info Products),150000.0,1.0,21.0,2.39669421487603,0.02479338842975,0.0,121.0
2301-202673,3863,Reverse Mortgage,258450.0,1.0,76.0,33.97297297297300,0.97297297297297,0.0,37.0
17-505362,3863,Refinance,355000.0,1.0,47.0,15.83673469387760,0.40816326530612,0.0,49.0
17-505363,3860,Uninsured (Info Products),20300.0,1.0,38.0,16.61764705882350,0.29411764705882,0.0,34.0
17-505364,3863,Refinance,30000.0,1.0,35.0,41.06250000000000,0.81250000000000,0.0,16.0
17-505365,3863,Refinance,100000.0,1.0,32.0,18.80000000000000,0.31428571428571,0.0,35.0
17-505366,3863,Refinance,50000.0,1.0,36.0,26.17857142857140,0.71428571428571,0.0,28.0
17-505367,3863,Uninsured (Info Products),0.0,1.0,26.0,29.33333333333330,0.53333333333333,0.0,15.0
17-505368,3863,Uninsured (Info Products),250000.0,2.0,62.0,18.12195121951220,0.41463414634146,0.0,41.0
