sFileNumber,vCoverageType,vTransaction,nLoanAmount,nLiens,nActions,nAuditEntriesPerDay,nTotalNotesPerDay,oCancelled,oNumDays
2301-204150,In-House without XML,Reverse Mortgage,160000.00,2.00,54.00,12.04444444,0.266666667,1.00,45.00
17-504769,In-House with Abstractor,Refinance,105066.00,1.00,40.00,12.64444444,0.266666667,1.00,45.00
2301-204375,In-House with Abstractor,Reverse Mortgage,85169.00,1.00,101.00,15.31858407,1.194690265,0.00,113.00
17-514353,In-House without XML,Refinance,298000.00,1.00,62.00,31.42857143,0.628571429,0.00,35.00
17-514486,In-House without XML,Uninsured (Info Products),55000.00,1.00,37.00,16.3030303,0.272727273,0.00,33.00
2301-204533,In-House with Abstractor,Reverse Mortgage,50764.00,0.00,77.00,69.52380952,2.285714286,0.00,21.00
2301-206121,In-House with Abstractor,Reverse Mortgage,76033.00,1.00,73.00,26.67391304,1.173913043,0.00,46.00
17-506644,In-House without XML,Refinance,750000.00,1.00,51.00,23.57142857,0.714285714,0.00,35.00
17-501038,In-House with Abstractor,Refinance,161500.00,2.00,77.00,30.67647059,0.647058824,0.00,34.00
17-510207,In-House without XML,Uninsured (Info Products),100000.00,4.00,21.00,2.947368421,0.031578947,0.00,95.00
17-504773,In-House with Abstractor,Uninsured (Info Products),140100.00,1.00,42.00,7.371794872,0.153846154,0.00,78.00
17-500279,In-House with Abstractor,Uninsured (Info Products),150000.00,0.00,16.00,6.244444444,0.177777778,1.00,45.00
17-509901,In-House without XML,Refinance,343567.00,1.00,55.00,39.28571429,0.80952381,0.00,21.00
2301-201633,In-House with Abstractor,Reverse Mortgage,58422.00,2.00,77.00,44.27586207,1.310344828,0.00,29.00
17-510373,In-House without XML,Refinance,14000.00,1.00,33.00,21.17391304,0.47826087,0.00,23.00
2301-201053,In-House without XML,Reverse Mortgage,115800.00,1.00,68.00,52.37037037,1.296296296,0.00,27.00
17-508037,In-House with XML,Refinance,320000.00,1.00,64.00,17.6440678,0.355932203,0.00,59.00
2301-202816,In-House without XML,Reverse Mortgage,600000.00,1.00,53.00,11.82222222,0.155555556,1.00,45.00
17-503343,In-House with Abstractor,Refinance,160700.00,1.00,66.00,17.703125,0.609375,0.00,64.00
17-507094,In-House without XML,Refinance,717000.00,2.00,27.00,8.688888889,0.088888889,1.00,45.00
17-503163,In-House with Abstractor,Uninsured (Info Products),150.00,0.00,28.00,3.765957447,0.117021277,0.00,94.00
17-514047,In-House with Abstractor,TSG,166058.07,3.00,13.00,443,7,0.00,0.00
2301-205462,In-House without XML,Reverse Mortgage,87615.00,0.00,73.00,34.3902439,0.780487805,0.00,41.00
17-504351,In-House without XML,TSG,251968.26,3.00,12.00,9.55,0.1,0.00,40.00
2301-206030,In-House without XML,Reverse Mortgage,135036.00,0.00,67.00,29.08333333,0.972222222,0.00,36.00
17-506488,In-House without XML,Refinance,150000.00,1.00,41.00,8.355555556,0.088888889,1.00,45.00
17-507405,In-House without XML,Refinance,151250.00,1.00,86.00,15.2,0.328571429,0.00,70.00
17-511271,In-House without XML,Refinance,20000.00,1.00,35.00,13.10416667,0.166666667,0.00,48.00
17-508423,In-House without XML,Refinance,225000.00,1.00,74.00,15.8,0.6,1.00,45.00
17-507930,In-House without XML,Uninsured (Info Products),100000.00,1.00,27.00,5.116883117,0.090909091,0.00,77.00
2301-200889,In-House without XML,Reverse Mortgage,500000.00,0.00,35.00,5.066666667,0,1.00,45.00
17-511726,In-House without XML,Refinance,25000.00,1.00,42.00,53.15384615,1.153846154,0.00,13.00
2301-204187,In-House without XML,Reverse Mortgage,323460.00,2.00,76.00,19.11940299,0.462686567,0.00,67.00
17-505179,In-House without XML,Refinance,240000.00,1.00,45.00,9.333333333,0.155555556,1.00,45.00
17-506410,In-House without XML,Refinance,132275.00,1.00,56.00,23.6,0.366666667,0.00,30.00
17-504008,In-House without XML,Refinance,10000.00,1.00,39.00,23.96,0.68,0.00,25.00
2301-202552,In-House without XML,Reverse Mortgage,388435.50,0.00,84.00,33.35897436,1.153846154,0.00,39.00
17-513924,In-House without XML,Refinance,243275.00,1.00,44.00,23.23809524,0.595238095,0.00,42.00
17-507034,In-House without XML,Refinance,167600.00,1.00,60.00,24.41935484,0.451612903,0.00,31.00
17-512469,In-House with XML,Refinance,477300.00,1.00,64.00,16.82142857,0.553571429,0.00,56.00
17-500031,In-House without XML,Refinance,25000.00,1.00,74.00,41.1627907,0.976744186,0.00,43.00
17-500743,In-House with Abstractor,Refinance,65000.00,10.00,44.00,14.84444444,0.377777778,1.00,45.00
17-507510,In-House without XML,Refinance,168800.00,2.00,62.00,29,0.5,0.00,34.00
17-509807,In-House with Abstractor,Uninsured (Info Products),75400.00,2.00,41.00,26.13043478,0.782608696,0.00,23.00
17-500678,In-House without XML,Refinance,10000.00,1.00,53.00,9.072916667,0.208333333,0.00,96.00
17-506155,In-House without XML,Refinance,101000.00,1.00,59.00,34.21875,0.6875,0.00,32.00
2301-200187,In-House without XML,Reverse Mortgage,280000.00,1.00,52.00,12.44444444,0.244444444,1.00,45.00
17-504378,In-House without XML,Refinance,37400.00,1.00,38.00,23.13793103,0.586206897,0.00,29.00
17-503798,In-House with Abstractor,Refinance,81000.00,1.00,28.00,10.84444444,0.377777778,1.00,45.00
2301-205094,In-House without XML,Reverse Mortgage,201740.00,1.00,68.00,23.43478261,0.695652174,0.00,69.00
17-507101,In-House without XML,Uninsured (Info Products),100000.00,2.00,36.00,15.55263158,0.421052632,0.00,38.00
17-506888,In-House with XML,Refinance,650000.00,2.00,82.00,70.68421053,1.684210526,0.00,19.00
17-504820,In-House without XML,Refinance,375000.00,1.00,40.00,14.33333333,0.155555556,1.00,45.00
17-504700,In-House without XML,Refinance,50000.00,0.00,39.00,28.04545455,0.590909091,0.00,22.00
17-500428,In-House without XML,Refinance,95482.00,2.00,37.00,10.46666667,0.111111111,1.00,45.00
17-504034,In-House with Abstractor,Refinance,326000.00,1.00,40.00,17.13333333,0.266666667,1.00,45.00
17-506815,In-House without XML,Refinance,118500.00,1.00,61.00,33.77777778,0.703703704,0.00,27.00
17-505673,In-House without XML,Uninsured (Info Products),308000.00,2.00,62.00,14.10169492,0.288135593,0.00,59.00
17-501095,In-House with Abstractor,Uninsured (Info Products),93000.00,1.00,42.00,13.24,0.34,0.00,50.00
17-506351,In-House with Abstractor,Uninsured (Info Products),25000.00,1.00,37.00,15.30555556,0.277777778,0.00,36.00
17-501910,In-House without XML,Refinance,261000.00,1.00,54.00,10.37662338,0.25974026,0.00,77.00
17-502415,In-House with Abstractor,Refinance,88520.00,1.00,33.00,10.46666667,0.244444444,1.00,45.00
2301-205473,In-House with Abstractor,Reverse Mortgage,100270.00,3.00,111.00,35.10294118,2.176470588,0.00,68.00
17-513905,In-House without XML,Uninsured (Info Products),149700.00,2.00,35.00,17.82758621,0.310344828,0.00,29.00
2301-208028,In-House with Abstractor,Reverse Mortgage,105640.00,0.00,69.00,39.63888889,1.472222222,0.00,36.00
2301-202434,In-House with Abstractor,Reverse Mortgage,100000.00,0.00,47.00,10.88888889,0.155555556,1.00,45.00
17-505086,In-House with Abstractor,Uninsured (Info Products),65700.00,2.00,64.00,31.04,0.84,0.00,25.00
2301-201981,In-House with Abstractor,Reverse Mortgage,139000.00,1.00,50.00,11.77777778,0.4,1.00,45.00
17-511863,In-House without XML,Refinance,175000.00,2.00,44.00,22.6875,0.6875,0.00,32.00
2301-203057,In-House with Abstractor,Reverse Mortgage,140000.00,2.00,50.00,10.24444444,0.288888889,1.00,45.00
17-501166,In-House with Abstractor,TSG,160038.88,3.00,36.00,8.227272727,0.204545455,0.00,88.00
2301-201497,In-House with Abstractor,Reverse Mortgage,82460.00,2.00,72.00,43,1.37037037,0.00,27.00
17-508852,In-House without XML,Refinance,149041.00,1.00,75.00,13.94666667,0.32,0.00,75.00
17-508057,In-House with XML,Refinance,122500.00,2.00,30.00,9.444444444,0.133333333,1.00,45.00
2301-202836,In-House without XML,Reverse Mortgage,160770.00,1.00,65.00,26.87804878,0.951219512,0.00,41.00
17-505091,In-House with Abstractor,Refinance,152300.00,1.00,54.00,27.29411765,0.705882353,0.00,34.00
17-505771,In-House with Abstractor,TSG,126045.61,4.00,13.00,22.35,0.35,0.00,20.00
17-508433,In-House without XML,Refinance,225000.00,2.00,49.00,10.75675676,0.351351351,0.00,74.00
2301-202115,In-House with Abstractor,Reverse Mortgage,50000.00,0.00,48.00,10.42222222,0.177777778,1.00,45.00
2301-200241,In-House without XML,Reverse Mortgage,204250.00,1.00,77.00,41.3125,0.90625,0.00,32.00
17-507904,In-House with Abstractor,Refinance,163000.00,1.00,28.00,10.51111111,0.2,1.00,45.00
17-502938,In-House without XML,Uninsured (Info Products),50000.00,1.00,44.00,20.92307692,0.461538462,0.00,26.00
2301-206094,In-House without XML,Reverse Mortgage,409200.00,1.00,67.00,47.04545455,1.681818182,0.00,22.00
2301-201483,In-House without XML,Reverse Mortgage,42588.00,0.00,74.00,40.25,1.107142857,0.00,28.00
2301-203180,In-House without XML,Reverse Mortgage,100000.00,0.00,87.00,73.47058824,2.764705882,0.00,17.00
17-510792,In-House without XML,Refinance,408000.00,1.00,55.00,28.4137931,0.448275862,0.00,29.00
2301-208776,In-House with Abstractor,Reverse Mortgage,136004.00,2.00,78.00,72.83333333,3.666666667,0.00,18.00
17-504252,In-House without XML,Refinance,136800.00,1.00,57.00,21.62162162,0.405405405,0.00,37.00
2301-203197,In-House with Abstractor,Reverse Mortgage,53158.75,0.00,64.00,34.17241379,1.103448276,0.00,29.00
17-502366,In-House without XML,Refinance,40000.00,2.00,58.00,38.65217391,0.956521739,0.00,23.00
2301-207047,In-House without XML,Reverse Mortgage,265020.00,0.00,103.00,32.7755102,1.265306122,0.00,49.00
17-502743,In-House without XML,Uninsured (Info Products),67000.00,1.00,40.00,19.32142857,0.357142857,0.00,28.00
2301-207000,In-House without XML,Reverse Mortgage,109800.00,2.00,74.00,54.2962963,1.962962963,0.00,27.00
2301-204728,In-House without XML,Reverse Mortgage,110425.00,2.00,75.00,22.16901408,0.845070423,0.00,71.00
17-503036,In-House without XML,Refinance,650000.00,2.00,71.00,35.11111111,0.62962963,0.00,27.00
17-502764,In-House with Abstractor,Uninsured (Info Products),40000.00,2.00,56.00,32.39130435,0.913043478,0.00,23.00
17-509583,In-House with XML,Refinance,150000.00,1.00,29.00,22.47826087,0.52173913,0.00,23.00
17-505305,In-House without XML,Refinance,50000.00,1.00,39.00,26.52173913,0.391304348,0.00,23.00
17-510020,In-House without XML,Refinance,50000.00,0.00,76.00,41.68965517,1.034482759,0.00,29.00
2301-205471,In-House with Abstractor,Reverse Mortgage,128355.00,1.00,93.00,92.33333333,3.095238095,0.00,21.00
17-514730,In-House with Abstractor,TSG,151364.10,2.00,19.00,463,10,0.00,0.00
2301-208063,In-House without XML,Reverse Mortgage,296940.00,1.00,67.00,33.79411765,1,0.00,34.00
17-501619,In-House without XML,Refinance,50000.00,1.00,46.00,48.58333333,1.583333333,0.00,12.00
17-502388,In-House with Abstractor,Uninsured (Info Products),40000.00,1.00,42.00,15.68571429,0.371428571,0.00,35.00
2301-204790,In-House without XML,Reverse Mortgage,64000.00,1.00,86.00,40.18181818,1.333333333,0.00,33.00
17-500825,In-House without XML,Refinance,125000.00,0.00,48.00,30.57142857,0.904761905,0.00,21.00
2301-206029,Outsourced with In-House Recording,Reverse Mortgage,79670.00,0.00,61.00,21.70833333,0.791666667,0.00,48.00
17-502812,In-House without XML,Refinance,75000.00,0.00,28.00,7.755555556,0.088888889,1.00,45.00
17-507281,In-House with Abstractor,Uninsured (Info Products),100000.00,1.00,42.00,14.25,0.305555556,0.00,36.00
2301-206872,In-House with Abstractor,Reverse Mortgage,70000.00,1.00,52.00,11.04444444,0.266666667,1.00,45.00
17-500471,In-House without XML,Refinance,140000.00,1.00,48.00,12.71111111,0.2,1.00,45.00
17-508857,In-House with XML,Refinance,315000.00,3.00,79.00,24.20634921,0.841269841,0.00,63.00
17-509175,In-House without XML,Refinance,284550.00,1.00,58.00,10.92391304,0.22826087,0.00,92.00
17-503389,In-House with Abstractor,Uninsured (Info Products),73950.00,1.00,42.00,10,0.206896552,0.00,58.00
17-512437,In-House without XML,Refinance,203750.00,2.00,38.00,16.34146341,0.292682927,0.00,41.00
17-503718,In-House with Abstractor,Refinance,50000.00,0.00,29.00,7.688888889,0.111111111,1.00,45.00
2301-200954,In-House without XML,Reverse Mortgage,32123.89,2.00,68.00,44.65517241,1.551724138,0.00,29.00
17-505380,In-House without XML,Uninsured (Info Products),125000.00,2.00,32.00,20.07142857,0.285714286,0.00,28.00
17-506912,In-House without XML,Refinance,30000.00,1.00,36.00,22.17241379,0.413793103,0.00,29.00
17-512291,In-House without XML,Refinance,154000.00,2.00,54.00,13.59677419,0.419354839,0.00,62.00
2301-204555,In-House with Abstractor,Reverse Mortgage,84180.00,1.00,113.00,62.46153846,2,0.00,26.00
2301-204100,In-House without XML,Reverse Mortgage,570000.00,2.00,54.00,19.53333333,0.911111111,1.00,45.00
2301-200336,In-House without XML,Reverse Mortgage,144789.00,1.00,95.00,46.14285714,1.057142857,0.00,35.00
2301-204236,In-House with Abstractor,Reverse Mortgage,33138.00,0.00,74.00,25.2027027,0.689189189,0.00,74.00
2301-206917,In-House with Abstractor,Reverse Mortgage,233000.00,0.00,71.00,20.44444444,0.555555556,1.00,45.00
2301-204752,In-House without XML,Reverse Mortgage,62215.00,1.00,93.00,39.13888889,1.361111111,0.00,36.00
17-513985,In-House with Abstractor,Uninsured (Info Products),20000.00,2.00,37.00,13.76923077,0.307692308,0.00,39.00
2301-201673,In-House with Abstractor,Reverse Mortgage,175000.00,0.00,43.00,6.911111111,0.155555556,1.00,45.00
17-503378,In-House with Abstractor,Uninsured (Info Products),150000.00,2.00,61.00,16.03636364,0.545454545,0.00,55.00
2301-200888,In-House without XML,Reverse Mortgage,92394.00,1.00,71.00,40.70967742,1.161290323,0.00,31.00
17-510794,In-House with XML,Refinance,150000.00,1.00,62.00,28.55263158,0.342105263,0.00,38.00
2301-207102,In-House without XML,Reverse Mortgage,400700.00,1.00,44.00,11.48888889,0.177777778,1.00,45.00
17-503710,In-House without XML,Refinance,139013.00,1.00,28.00,9.244444444,0.133333333,1.00,45.00
17-504078,In-House with Abstractor,Uninsured (Info Products),100000.00,1.00,39.00,17.85714286,0.357142857,0.00,28.00
17-501467,In-House with Abstractor,TSG,211778.26,6.00,22.00,6.518072289,0.096385542,0.00,83.00
2301-201051,In-House with Abstractor,Reverse Mortgage,56730.00,3.00,86.00,40.19512195,1.43902439,0.00,41.00
2301-200529,In-House without XML,Reverse Mortgage,323950.00,1.00,74.00,25.60416667,0.583333333,0.00,48.00
2301-202497,Outsourced with In-House Recording,Reverse Mortgage,625500.00,0.00,49.00,11.17777778,0.4,1.00,45.00
17-512700,In-House without XML,Refinance,50000.00,1.00,34.00,18.6,0.285714286,0.00,35.00
17-510790,In-House with Abstractor,Uninsured (Info Products),10000.00,1.00,38.00,6.6125,0.125,0.00,80.00
17-507374,In-House with Abstractor,Uninsured (Info Products),106000.00,2.00,86.00,24.78,0.62,0.00,50.00
17-512478,In-House without XML,Refinance,52000.00,1.00,39.00,31.8,0.5,0.00,20.00
2301-204576,In-House without XML,Reverse Mortgage,431250.00,1.00,70.00,31.08,0.86,0.00,50.00
17-509061,In-House without XML,Refinance,150000.00,1.00,41.00,26.26086957,0.608695652,0.00,23.00
17-511247,In-House with XML,Refinance,505000.00,1.00,60.00,18.76190476,0.452380952,0.00,42.00
17-504686,In-House without XML,Refinance,150000.00,1.00,58.00,31.05263158,0.815789474,0.00,38.00
2301-203531,In-House with Abstractor,Reverse Mortgage,155000.00,2.00,50.00,12.08888889,0.266666667,1.00,45.00
17-506243,In-House without XML,Refinance,108200.00,1.00,43.00,8.164556962,0.151898734,0.00,79.00
2301-200547,In-House without XML,Reverse Mortgage,70000.00,0.00,59.00,12.4,0.177777778,1.00,45.00
17-505671,In-House with Abstractor,Uninsured (Info Products),71600.00,2.00,68.00,12.21666667,0.316666667,0.00,60.00
17-507988,In-House without XML,Refinance,100000.00,1.00,34.00,11.52941176,0.196078431,0.00,51.00
17-504795,In-House with Abstractor,Uninsured (Info Products),19950.00,2.00,77.00,59.76470588,1.647058824,0.00,17.00
17-512389,In-House without XML,Refinance,148530.00,1.00,66.00,18.89361702,0.29787234,0.00,47.00
17-512939,In-House without XML,Refinance,203814.00,1.00,78.00,34.22857143,0.771428571,0.00,35.00
17-511445,In-House with XML,Refinance,90700.00,1.00,69.00,20.13207547,0.566037736,0.00,53.00
17-504032,In-House with Abstractor,Refinance,111300.00,1.00,45.00,23.3,0.625,0.00,40.00
17-502024,In-House without XML,Uninsured (Info Products),28596.00,0.00,37.00,10.675,0.1,0.00,40.00
2301-201086,In-House without XML,Reverse Mortgage,329013.00,1.00,63.00,44.69230769,1.230769231,0.00,26.00
17-509990,In-House with Abstractor,Refinance,172975.00,1.00,70.00,15.7,0.328571429,0.00,70.00
2301-202420,In-House without XML,Reverse Mortgage,222300.00,0.00,85.00,35.97435897,1.076923077,0.00,39.00
17-504665,In-House without XML,Refinance,295482.00,1.00,48.00,12.41666667,0.333333333,0.00,60.00
2301-200772,In-House with Abstractor,Reverse Mortgage,341523.00,0.00,76.00,71.73684211,1.894736842,0.00,19.00
17-501181,In-House without XML,Uninsured (Info Products),129000.00,2.00,27.00,1.726775956,0.021857923,0.00,183.00
17-505067,In-House without XML,Refinance,132282.00,1.00,46.00,14.08163265,0.408163265,0.00,49.00
17-504918,In-House without XML,Uninsured (Info Products),100000.00,2.00,31.00,12.34146341,0.317073171,0.00,41.00
17-509918,In-House without XML,Refinance,140000.00,1.00,47.00,15.24137931,0.206896552,0.00,58.00
2301-202128,In-House with Abstractor,Reverse Mortgage,49476.00,1.00,82.00,31.76744186,1.139534884,0.00,43.00
17-510840,In-House without XML,Refinance,190000.00,1.00,40.00,14.34090909,0.25,0.00,44.00
2301-203497,In-House without XML,Reverse Mortgage,212800.00,1.00,29.00,9.533333333,0.111111111,1.00,45.00
2301-202795,In-House with Abstractor,Reverse Mortgage,102300.00,1.00,105.00,29.5,1.212121212,0.00,66.00
2301-205918,In-House without XML,Reverse Mortgage,235206.00,1.00,67.00,14.63513514,0.513513514,0.00,74.00
17-504818,In-House without XML,Refinance,21583.00,1.00,56.00,13.44444444,0.311111111,1.00,45.00
17-515784,In-House without XML,Refinance,118900.00,1.00,58.00,35,0.5,0.00,24.00
2301-200206,In-House with Abstractor,Reverse Mortgage,164900.00,2.00,59.00,13.73333333,0.333333333,1.00,45.00
2301-208733,In-House without XML,Reverse Mortgage,309060.00,1.00,61.00,36.76,1.64,0.00,25.00
2301-200832,In-House without XML,Reverse Mortgage,265000.00,1.00,86.00,83.72222222,3.166666667,0.00,18.00
17-509560,In-House with Abstractor,Refinance,241000.00,0.00,39.00,6.177777778,0.088888889,1.00,45.00
17-512653,In-House without XML,Refinance,50000.00,1.00,32.00,23.04761905,0.476190476,0.00,21.00
17-506566,In-House with Abstractor,Refinance,74865.00,1.00,57.00,9.785714286,0.326530612,0.00,98.00
17-507264,In-House with XML,Refinance,100000.00,0.00,46.00,9.4,0.266666667,1.00,45.00
17-502849,In-House without XML,Refinance,616605.00,2.00,64.00,16.28985507,0.507246377,0.00,69.00
17-500801,In-House without XML,Refinance,30000.00,1.00,57.00,9.723404255,0.14893617,0.00,94.00
17-501014,In-House without XML,Refinance,246856.00,2.00,57.00,11.31034483,0.367816092,0.00,87.00
2301-204347,In-House without XML,Reverse Mortgage,173120.00,1.00,83.00,59.28,1.72,0.00,25.00
2301-203253,In-House with Abstractor,Reverse Mortgage,122904.00,2.00,86.00,21.09756098,0.719512195,0.00,82.00
17-505269,In-House without XML,Refinance,14800.00,1.00,35.00,26.7826087,0.47826087,0.00,23.00
2301-202768,In-House without XML,Reverse Mortgage,370921.50,2.00,70.00,18.63218391,0.804597701,0.00,87.00
17-503421,In-House without XML,Refinance,300000.00,1.00,85.00,16.3164557,0.455696203,0.00,79.00
17-502873,In-House with Abstractor,Uninsured (Info Products),20000.00,1.00,43.00,19.53571429,0.5,0.00,28.00
2301-206171,In-House without XML,Reverse Mortgage,469125.00,1.00,81.00,47.62068966,1.448275862,0.00,29.00
17-506878,In-House without XML,Refinance,167000.00,2.00,45.00,11.42222222,0.155555556,1.00,45.00
17-513017,In-House without XML,Refinance,27000.00,1.00,43.00,22.96551724,0.586206897,0.00,29.00
17-505965,In-House with XML,Refinance,522698.00,1.00,24.00,8.244444444,0.155555556,1.00,45.00
17-510829,In-House with Abstractor,Uninsured (Info Products),52750.00,1.00,69.00,21.45945946,0.486486486,0.00,37.00
17-500168,In-House without XML,Refinance,220000.00,2.00,40.00,10.31111111,0.111111111,1.00,45.00
17-509480,In-House without XML,Refinance,390000.00,1.00,32.00,9.711111111,0.155555556,1.00,45.00
17-504013,In-House with Abstractor,Refinance,72000.00,1.00,27.00,10.42222222,0.155555556,1.00,45.00
17-500215,In-House without XML,Refinance,20000.00,1.00,50.00,16.33333333,0.355555556,0.00,45.00
2301-204660,In-House with Abstractor,Reverse Mortgage,331580.00,1.00,76.00,26.81395349,0.860465116,0.00,43.00
2301-205851,In-House without XML,Reverse Mortgage,158720.00,1.00,81.00,18.01470588,0.720588235,0.00,68.00
17-509155,In-House without XML,Refinance,31500.00,1.00,33.00,24,0.409090909,0.00,22.00
17-502346,In-House without XML,Refinance,75000.00,1.00,44.00,22.29032258,0.387096774,0.00,31.00
17-506217,In-House without XML,Refinance,101000.00,2.00,24.00,7.755555556,0.088888889,1.00,45.00
17-504999,In-House without XML,Refinance,28900.00,1.00,35.00,16.68571429,0.228571429,0.00,35.00
17-507812,In-House without XML,Refinance,10000.00,1.00,35.00,29.9047619,0.571428571,0.00,21.00
17-508443,In-House without XML,Refinance,100000.00,1.00,44.00,20.22222222,0.333333333,0.00,36.00
17-501380,In-House with Abstractor,Refinance,99000.00,1.00,37.00,12.35555556,0.422222222,1.00,45.00
2301-201201,In-House without XML,Reverse Mortgage,80250.00,1.00,91.00,47.47222222,1.388888889,0.00,36.00
17-510334,In-House without XML,Refinance,75000.00,0.00,22.00,5.222222222,0.088888889,1.00,45.00
2301-202895,In-House without XML,Reverse Mortgage,112885.00,1.00,67.00,25.93617021,0.936170213,0.00,47.00
17-503503,In-House without XML,Refinance,50000.00,1.00,42.00,26.56,0.68,0.00,25.00
2301-203544,In-House without XML,Reverse Mortgage,116000.00,0.00,59.00,16.51111111,0.355555556,1.00,45.00
2301-203974,In-House with Abstractor,Reverse Mortgage,48000.00,2.00,49.00,8.777777778,0.133333333,1.00,45.00
17-509180,In-House without XML,TSG,92147.58,1.00,11.00,357,3,0.00,0.00
2301-206341,In-House without XML,Reverse Mortgage,66240.00,0.00,77.00,31.5952381,0.785714286,0.00,42.00
17-512366,In-House without XML,Uninsured (Info Products),50000.00,1.00,33.00,17.78571429,0.285714286,0.00,28.00
17-501221,In-House with Abstractor,Refinance,135000.00,0.00,35.00,13.51111111,0.222222222,1.00,45.00
17-506177,In-House without XML,Refinance,243750.00,2.00,39.00,8.355555556,0.155555556,1.00,45.00
17-503867,In-House without XML,Uninsured (Info Products),48550.00,2.00,35.00,22.59090909,0.5,0.00,22.00
17-506356,In-House with Abstractor,Uninsured (Info Products),20000.00,1.00,38.00,13.04761905,0.285714286,0.00,42.00
17-503264,In-House with Abstractor,Uninsured (Info Products),13450.00,1.00,46.00,12.96363636,0.272727273,0.00,55.00
17-506620,In-House without XML,Uninsured (Info Products),100000.00,1.00,33.00,20.44827586,0.413793103,0.00,29.00
2301-209085,In-House without XML,Reverse Mortgage,625500.00,0.00,49.00,9.555555556,0.466666667,1.00,45.00
2301-204012,In-House with Abstractor,Reverse Mortgage,75000.00,2.00,63.00,11.91111111,0.355555556,1.00,45.00
2301-200473,In-House without XML,Reverse Mortgage,81900.00,1.00,140.00,21.16455696,0.556962025,0.00,158.00
2301-205495,In-House without XML,Reverse Mortgage,186735.00,0.00,77.00,69.55555556,2.5,0.00,18.00
17-503008,In-House with Abstractor,Uninsured (Info Products),45000.00,2.00,41.00,9.964912281,0.210526316,0.00,57.00
17-510764,In-House without XML,Refinance,120000.00,1.00,61.00,13.31818182,0.212121212,0.00,66.00
2301-205555,In-House without XML,Reverse Mortgage,94978.00,1.00,71.00,27.9047619,0.642857143,0.00,42.00
17-511864,In-House without XML,Refinance,85000.00,3.00,48.00,11.68852459,0.245901639,0.00,61.00
17-508664,In-House with Abstractor,Uninsured (Info Products),95000.00,1.00,38.00,10.36,0.2,0.00,50.00
17-509441,In-House with XML,Refinance,314600.00,1.00,68.00,21.16,0.44,0.00,50.00
2301-200423,In-House with Abstractor,Reverse Mortgage,102600.00,1.00,74.00,21.59259259,0.592592593,0.00,54.00
17-507107,In-House without XML,Refinance,247761.00,1.00,31.00,8.844444444,0.088888889,1.00,45.00
17-503545,In-House with Abstractor,Uninsured (Info Products),171350.00,1.00,26.00,2.248062016,0.031007752,0.00,129.00
2301-205453,In-House with Abstractor,Reverse Mortgage,309100.00,1.00,86.00,20.13235294,0.514705882,0.00,68.00
17-505915,In-House with XML,Refinance,441396.00,1.00,59.00,11.58666667,0.386666667,0.00,75.00
17-504685,In-House with Abstractor,Uninsured (Info Products),75000.00,1.00,27.00,2.369230769,0.061538462,0.00,130.00
17-507886,In-House with XML,Refinance,400000.00,1.00,34.00,8.533333333,0.155555556,1.00,45.00
17-501344,In-House without XML,Refinance,65000.00,1.00,36.00,9.355555556,0.088888889,1.00,45.00
17-501437,In-House with Abstractor,Uninsured (Info Products),125000.00,2.00,40.00,8.149253731,0.223880597,0.00,67.00
17-503928,In-House without XML,TSG,416537.33,1.00,20.00,11.04347826,0.152173913,0.00,46.00
17-505529,In-House without XML,Refinance,20000.00,1.00,47.00,32.89655172,0.551724138,0.00,29.00
17-508102,In-House with Abstractor,Refinance,103769.00,1.00,58.00,20.13636364,0.522727273,0.00,44.00
2301-208830,In-House without XML,Reverse Mortgage,374674.50,1.00,69.00,53.28571429,2.952380952,0.00,21.00
17-505314,In-House without XML,Refinance,77600.00,1.00,58.00,18,0.288461538,0.00,52.00
2301-203455,In-House with Abstractor,Reverse Mortgage,87900.00,1.00,75.00,51.5,1.730769231,0.00,26.00
17-501425,In-House without XML,Refinance,130000.00,2.00,32.00,8.444444444,0.111111111,1.00,45.00
17-501932,In-House with Abstractor,Refinance,75184.00,5.00,36.00,12.73333333,0.288888889,1.00,45.00
2301-203468,In-House without XML,Reverse Mortgage,469125.00,0.00,87.00,15.10576923,0.740384615,0.00,104.00
17-510469,In-House with XML,Refinance,266500.00,1.00,53.00,14.50793651,0.301587302,0.00,63.00
17-504277,In-House without XML,Refinance,100.00,9.00,23.00,2.161490683,0.02484472,0.00,161.00
2301-203350,In-House without XML,Reverse Mortgage,346527.00,1.00,82.00,56.96,1.56,0.00,25.00
2301-206107,In-House without XML,Reverse Mortgage,335710.00,0.00,81.00,21.75,0.625,0.00,56.00
17-503232,In-House without XML,Refinance,75000.00,1.00,27.00,7.333333333,0.111111111,1.00,45.00
17-506222,In-House with XML,Refinance,179000.00,1.00,43.00,12.37931034,0.275862069,0.00,58.00
17-504945,In-House with Abstractor,Refinance,160000.00,2.00,96.00,28.41176471,0.588235294,0.00,51.00
2301-200963,In-House without XML,Reverse Mortgage,114000.00,0.00,59.00,15.6,0.288888889,1.00,45.00
17-514382,In-House with Abstractor,Uninsured (Info Products),74000.00,2.00,74.00,25.25,0.53125,0.00,32.00
17-505458,In-House with Abstractor,Uninsured (Info Products),10000.00,1.00,37.00,13.27906977,0.23255814,0.00,43.00
17-514015,In-House without XML,Uninsured (Info Products),50000.00,1.00,30.00,9.916666667,0.1875,0.00,48.00
