sFileNumber,vCoverageType,vProduct,nLoanAmount,nLienAmounts,nEquity,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oCancelled,oNumDays
2301-202506,3863,Title and Escrow,329013.00,726000.00,-396987.00,1.00,56.00,965.00,16.00,27.00,0.00,51.00
17-504907,3863,LCP - Title Only,110000.00,253000.00,-143000.00,1.00,31.00,524.00,4.00,10.00,0.00,16.00
2301-202507,3860,Title and Escrow,225207.00,0.00,225207.00,0.00,85.00,1388.00,20.00,48.00,0.00,41.00
2301-202508,3863,Title and Escrow,170188.00,33694.00,136494.00,1.00,68.00,1494.00,16.00,73.00,0.00,131.00
17-504908,3863,LCP - Title Only,63000.00,0.00,63000.00,0.00,35.00,609.00,5.00,9.00,0.00,36.00
17-504909,3863,Title & Full Escrow,66000.00,70000.00,-4000.00,1.00,56.00,888.00,17.00,14.00,0.00,44.00
17-504910,3863,Title Only,188000.00,272055.67,-84055.67,3.00,23.00,483.00,25.00,5.00,1.00,45.00
17-504911,3863,Title Only,210463.00,212087.00,-1624.00,1.00,37.00,666.00,18.00,18.00,0.00,30.00
17-504912,3863,LCP - Title Only,50000.00,0.00,50000.00,0.00,36.00,582.00,4.00,11.00,0.00,16.00
17-504913,3863,Title & Full Escrow,22557.00,236100.00,-213543.00,1.00,40.00,406.00,17.00,5.00,1.00,45.00
17-504914,3863,Title & Full Escrow,25000.00,110000.00,-85000.00,1.00,45.00,422.00,20.00,5.00,1.00,45.00
17-504915,3863,LCP & Sub-Escrow,25000.00,362700.00,-337700.00,2.00,64.00,878.00,6.00,21.00,0.00,50.00
2301-202509,3863,Title and Escrow,625500.00,922000.00,-296500.00,3.00,46.00,491.00,22.00,6.00,1.00,45.00
2301-202511,3863,Title and Escrow,412830.00,103600.00,309230.00,1.00,118.00,1804.00,18.00,74.00,0.00,37.00
17-504916,3863,LCP - Title Only,30000.00,131577.00,-101577.00,1.00,34.00,597.00,4.00,10.00,0.00,21.00
2301-202512,3860,Title and Escrow,163060.00,100977.30,62082.70,4.00,81.00,1492.00,24.00,50.00,0.00,77.00
17-504917,3863,LCP - Title Only,50000.00,380000.00,-330000.00,1.00,34.00,737.00,6.00,19.00,0.00,44.00
2301-202513,3860,Title and Escrow,146487.00,75000.00,71487.00,1.00,78.00,1353.00,20.00,50.00,0.00,49.00
17-504918,3863,Property Report / O&E - Title Only,100000.00,457000.00,-357000.00,2.00,31.00,506.00,8.00,13.00,0.00,41.00
17-504919,3863,Title Only,100000.00,0.00,100000.00,0.00,36.00,671.00,19.00,15.00,0.00,22.00
17-504920,3863,Title Only,90508.00,138567.27,-48059.27,1.00,65.00,958.00,30.00,25.00,0.00,51.00
17-504922,3863,Property Report / O&E - Title Only,25000.00,124267.00,-99267.00,1.00,30.00,436.00,6.00,7.00,0.00,16.00
17-504923,3863,Title & Sub-Escrow,93000.00,68000.00,25000.00,1.00,52.00,959.00,17.00,14.00,0.00,44.00
17-504925,3863,Title & Sub-Escrow,498750.00,535200.00,-36450.00,1.00,53.00,854.00,18.00,19.00,0.00,33.00
17-504926,3863,LCP - Title Only,15000.00,68000.00,-53000.00,1.00,33.00,714.00,4.00,16.00,0.00,30.00
17-504927,3860,Title Only,78441.00,78856.00,-415.00,1.00,65.00,1019.00,25.00,39.00,0.00,71.00
17-504928,3863,Title Only,56692.00,86132.37,-29440.37,1.00,58.00,772.00,31.00,24.00,0.00,99.00
2301-202517,3860,Title and Escrow,171300.00,20000.00,151300.00,1.00,79.00,1294.00,19.00,44.00,0.00,30.00
17-504929,3863,LCP & Sub-Escrow,60000.00,542600.00,-482600.00,3.00,48.00,761.00,8.00,14.00,0.00,37.00
17-504930,3863,LCP - Title Only,20000.00,210543.00,-190543.00,1.00,40.00,629.00,4.00,13.00,0.00,22.00
2301-202518,3863,Title and Escrow,76125.00,20000.00,56125.00,1.00,71.00,1196.00,26.00,30.00,0.00,14.00
17-504931,3863,Title Only,50000.00,60000.00,-10000.00,1.00,37.00,607.00,20.00,13.00,0.00,14.00
17-504932,3863,Title & Sub-Escrow,90000.00,90500.00,-500.00,1.00,79.00,1507.00,17.00,33.00,0.00,77.00
17-504933,3863,LCP - Title Only,75000.00,127500.00,-52500.00,2.00,24.00,337.00,5.00,4.00,1.00,45.00
17-504934,3863,LCP & Sub-Escrow,40000.00,0.00,40000.00,0.00,50.00,775.00,4.00,14.00,0.00,29.00
2301-202522,3860,Title and Escrow,51936.00,80000.00,-28064.00,2.00,76.00,1977.00,22.00,71.00,0.00,19.00
17-504938,3860,Title & Full Escrow,114500.00,266201.00,-151701.00,2.00,73.00,1048.00,32.00,26.00,0.00,62.00
17-504939,3863,Title & Full Escrow,124000.00,60000.00,64000.00,1.00,63.00,919.00,21.00,20.00,0.00,56.00
17-504940,3863,LCP - Title Only,100.00,240.61,-140.61,2.00,27.00,489.00,7.00,4.00,0.00,153.00
17-504941,3863,Title & Full Escrow,333150.00,300922.00,32228.00,1.00,57.00,781.00,17.00,14.00,0.00,21.00
2301-202523,3860,Title and Escrow,36400.00,0.00,36400.00,0.00,66.00,1154.00,20.00,36.00,0.00,21.00
17-504942,3863,Property Report / O&E - Title Only,300000.00,300000.00,0.00,1.00,20.00,287.00,9.00,3.00,0.00,128.00
17-504944,3863,Title Only,500000.00,0.00,500000.00,0.00,48.00,871.00,19.00,31.00,1.00,45.00
17-504945,3860,Title & Full Escrow,160000.00,203000.00,-43000.00,2.00,96.00,1449.00,14.00,30.00,0.00,51.00
17-504946,3863,LCP - Title Only,100.00,4276.18,-4176.18,3.00,23.00,312.00,8.00,2.00,0.00,153.00
2301-202525,3863,Title Only,500000.00,0.00,500000.00,0.00,47.00,740.00,27.00,19.00,1.00,45.00
2301-202527,3860,Title and Escrow,61446.54,62300.00,-853.46,1.00,70.00,1305.00,23.00,37.00,0.00,33.00
17-504947,3863,Title Only,100000.00,0.00,100000.00,0.00,20.00,239.00,1.00,3.00,1.00,45.00
17-504948,3863,LCP - Title Only,54500.00,293000.00,-238500.00,2.00,25.00,381.00,6.00,14.00,1.00,45.00
17-504949,3863,LCP & Sub-Escrow,45800.00,238500.00,-192700.00,2.00,49.00,790.00,8.00,26.00,0.00,37.00
17-504950,3863,LCP - Title Only,75000.00,230743.00,-155743.00,1.00,25.00,334.00,4.00,4.00,1.00,45.00
17-504951,3863,LCP - Title Only,40000.00,318000.00,-278000.00,1.00,34.00,712.00,4.00,21.00,0.00,34.00
2301-202529,3863,Title and Escrow,64050.00,274.30,63775.70,1.00,65.00,1157.00,17.00,34.00,0.00,13.00
17-504952,3863,LCP & Sub-Escrow,48000.00,125000.00,-77000.00,1.00,53.00,841.00,6.00,19.00,0.00,15.00
2301-202530,3860,Title and Escrow,184500.00,111376.00,73124.00,1.00,68.00,1188.00,21.00,43.00,0.00,29.00
17-504954,3863,Property Report / O&E - Title Only,700000.00,0.00,700000.00,0.00,19.00,208.00,0.00,3.00,1.00,45.00
17-504955,3860,Title Only,95800.00,0.00,95800.00,0.00,60.00,1056.00,20.00,31.00,0.00,32.00
17-504956,3863,Title Only,115163.00,128257.49,-13094.49,1.00,63.00,936.00,30.00,28.00,0.00,50.00
17-504960,3860,Property Report / O&E - Title Only,15000.00,176800.00,-161800.00,1.00,25.00,295.00,4.00,4.00,0.00,109.00
17-504961,3860,Property Report / O&E - Title Only,50000.00,182000.00,-132000.00,2.00,41.00,579.00,4.00,12.00,0.00,36.00
17-504962,3860,Property Report / O&E - Title Only,100000.00,160000.00,-60000.00,2.00,38.00,581.00,5.00,13.00,0.00,36.00
17-504963,3860,Property Report / O&E - Title Only,90000.00,348750.00,-258750.00,1.00,41.00,587.00,3.00,10.00,0.00,40.00
17-504964,3860,Property Report / O&E - Title Only,176000.00,439000.00,-263000.00,2.00,25.00,295.00,5.00,4.00,0.00,109.00
17-504966,3860,Property Report / O&E - Title Only,18000.00,94276.91,-76276.91,1.00,25.00,296.00,3.00,4.00,0.00,109.00
17-504967,3860,Title Only,154761.00,195895.80,-41134.80,1.00,92.00,1318.00,29.00,63.00,0.00,98.00
17-504968,3860,Property Report / O&E - Title Only,25000.00,227375.00,-202375.00,2.00,25.00,311.00,4.00,4.00,0.00,109.00
17-504970,3860,Property Report / O&E - Title Only,45000.00,185423.00,-140423.00,1.00,25.00,297.00,4.00,4.00,0.00,109.00
17-504971,3863,Property Report / O&E - Title Only,27200.00,529965.00,-502765.00,1.00,21.00,288.00,6.00,3.00,0.00,109.00
17-504973,3863,Property Report / O&E - Title Only,217700.00,560950.00,-343250.00,2.00,31.00,529.00,7.00,11.00,0.00,22.00
17-504974,3863,Property Report / O&E & Full Escrow,75000.00,503600.00,-428600.00,2.00,65.00,810.00,7.00,17.00,0.00,84.00
17-504975,3863,Title Only,86530.00,136603.14,-50073.14,1.00,54.00,813.00,31.00,28.00,0.00,57.00
2301-202533,3863,Title and Escrow,344650.50,456000.00,-111349.50,1.00,62.00,1044.00,30.00,28.00,0.00,39.00
17-504977,3863,Title & Full Escrow,298200.00,312000.00,-13800.00,1.00,76.00,1526.00,20.00,24.00,0.00,32.00
17-504978,3863,LCP - Title Only,50000.00,235388.64,-185388.64,2.00,25.00,337.00,6.00,4.00,1.00,45.00
2301-202535,3860,Title and Escrow,187220.00,240375.00,-53155.00,1.00,92.00,1582.00,19.00,58.00,0.00,20.00
2301-202536,3860,Title Only,80000.00,107642.35,-27642.35,4.00,36.00,423.00,22.00,7.00,1.00,45.00
2301-202537,3860,Title and Escrow,38885.00,0.00,38885.00,0.00,79.00,1762.00,21.00,74.00,0.00,29.00
17-504983,3863,Title & Full Escrow,219350.00,230000.00,-10650.00,1.00,72.00,1305.00,20.00,23.00,0.00,32.00
17-504984,3860,Title Only,72000.00,158160.11,-86160.11,2.00,25.00,415.00,23.00,6.00,1.00,45.00
2301-202541,3863,Title and Escrow,350000.00,0.00,350000.00,0.00,52.00,560.00,28.00,13.00,1.00,45.00
17-504986,3863,LCP - Title Only,50000.00,246400.00,-196400.00,1.00,25.00,343.00,4.00,5.00,1.00,45.00
17-504987,3863,Title Only,21000.00,0.00,21000.00,0.00,47.00,1011.00,21.00,25.00,0.00,29.00
17-504988,3863,Title Only,400000.00,896000.00,-496000.00,1.00,52.00,825.00,30.00,25.00,0.00,91.00
17-504989,3863,LCP - Title Only,35000.00,192900.00,-157900.00,1.00,35.00,665.00,4.00,13.00,0.00,29.00
2301-202542,3863,Title and Escrow,215000.00,107000.00,108000.00,1.00,51.00,705.00,16.00,20.00,1.00,45.00
2301-202543,3863,Title and Escrow,94868.00,0.00,94868.00,0.00,65.00,1132.00,25.00,26.00,0.00,13.00
17-504990,3860,Title & Sub-Escrow,150000.00,218000.00,-68000.00,2.00,35.00,446.00,22.00,8.00,1.00,45.00
17-504991,3863,Title Only,84600.00,395000.00,-310400.00,1.00,39.00,678.00,17.00,8.00,0.00,36.00
17-504992,3863,Title Only,54702.00,103858.89,-49156.89,1.00,72.00,887.00,31.00,25.00,0.00,84.00
17-504993,3863,LCP & Sub-Escrow,45000.00,429230.00,-384230.00,1.00,57.00,1041.00,4.00,17.00,0.00,96.00
17-504995,3863,Title Only,47741.00,72000.39,-24259.39,1.00,58.00,816.00,30.00,26.00,0.00,68.00
17-504996,3863,Title Only,220000.00,0.00,220000.00,0.00,40.00,745.00,19.00,20.00,0.00,20.00
2301-202545,3863,Title and Escrow,117938.00,225000.00,-107062.00,1.00,89.00,1676.00,22.00,55.00,0.00,90.00
17-504998,3863,Title Only,156862.00,174706.73,-17844.73,1.00,55.00,739.00,31.00,20.00,0.00,63.00
17-504999,3863,LCP - Title Only,28900.00,252600.00,-223700.00,1.00,35.00,584.00,4.00,8.00,0.00,35.00
2301-202546,3860,Title and Escrow,270000.00,0.00,270000.00,0.00,66.00,787.00,22.00,26.00,1.00,45.00
17-505000,3863,LCP - Title Only,88100.00,305500.00,-217400.00,1.00,35.00,609.00,4.00,8.00,0.00,35.00
17-505001,3863,Title Only,496873.00,442200.00,54673.00,1.00,73.00,1062.00,22.00,34.00,0.00,36.00
2301-202547,3860,Title and Escrow,82375.00,118000.00,-35625.00,2.00,89.00,1822.00,23.00,76.00,0.00,109.00
17-505002,3863,Title Only,21000.00,214700.00,-193700.00,1.00,37.00,952.00,18.00,22.00,0.00,15.00
17-505003,3863,Title Only,132800.00,314400.00,-181600.00,1.00,48.00,823.00,18.00,21.00,0.00,41.00
17-505004,3863,Title & Sub-Escrow,215000.00,221912.00,-6912.00,1.00,57.00,919.00,21.00,27.00,0.00,81.00
17-505005,3863,LCP - Title Only,20000.00,175696.00,-155696.00,1.00,40.00,801.00,4.00,16.00,0.00,35.00
2301-202550,3860,Title and Escrow,45982.00,51196.49,-5214.49,1.00,67.00,1091.00,21.00,27.00,0.00,32.00
17-505006,3863,LCP & Sub-Escrow,33000.00,107240.00,-74240.00,2.00,50.00,842.00,6.00,22.00,0.00,28.00
17-505007,3863,Title Only,129752.00,228142.71,-98390.71,3.00,79.00,1047.00,32.00,35.00,0.00,99.00
17-505008,3863,Title & Full Escrow,84600.00,100000.00,-15400.00,1.00,49.00,451.00,19.00,9.00,1.00,45.00
17-505009,3860,Title Only,59676.00,98915.97,-39239.97,1.00,60.00,958.00,27.00,30.00,0.00,50.00
2301-202551,3863,Title and Escrow,500000.00,191250.00,308750.00,1.00,51.00,591.00,19.00,10.00,1.00,45.00
17-505010,3860,Title & Sub-Escrow,183150.00,184001.00,-851.00,1.00,58.00,929.00,21.00,28.00,0.00,33.00
2301-202552,3863,Title and Escrow,388435.50,0.00,388435.50,0.00,84.00,1301.00,15.00,45.00,0.00,39.00
2301-202553,3863,Title and Escrow,325416.00,265252.53,60163.47,2.00,72.00,1379.00,21.00,65.00,0.00,28.00
2301-202554,3863,Title and Escrow,66002.00,0.00,66002.00,0.00,73.00,1107.00,17.00,39.00,0.00,50.00
17-505014,3860,Title & Sub-Escrow,171245.00,193063.00,-21818.00,2.00,69.00,1034.00,26.00,31.00,0.00,68.00
17-505015,3863,Property Report / O&E - Title Only,60000.00,414000.00,-354000.00,1.00,30.00,460.00,6.00,7.00,0.00,15.00
2301-202555,3860,Title and Escrow,82500.00,0.00,82500.00,0.00,70.00,1312.00,21.00,42.00,0.00,43.00
17-505017,3863,Title & Full Escrow,125000.00,0.00,125000.00,0.00,57.00,758.00,1.00,6.00,1.00,45.00
17-505019,3863,Title & Sub-Escrow,400600.00,408000.00,-7400.00,1.00,52.00,862.00,20.00,23.00,0.00,57.00
17-505020,3863,Title & Sub-Escrow,620000.00,531000.00,89000.00,1.00,57.00,915.00,20.00,23.00,0.00,54.00
2301-202557,3863,Title and Escrow,352782.00,100000.00,252782.00,1.00,68.00,1152.00,17.00,42.00,0.00,32.00
17-505022,3863,Title & Sub-Escrow,301000.00,311801.00,-10801.00,1.00,53.00,827.00,18.00,22.00,0.00,55.00
2301-202559,3863,Title and Escrow,106200.00,0.00,106200.00,0.00,89.00,1398.00,33.00,43.00,0.00,20.00
17-505023,3863,Property Report / O&E - Title Only,1.00,0.00,1.00,0.00,19.00,184.00,0.00,5.00,1.00,45.00
17-505024,3863,LCP - Title Only,33000.00,271500.00,-238500.00,1.00,35.00,609.00,4.00,11.00,0.00,21.00
17-505026,3860,Reverse Mortgage - Title & Full Escrow,156484.00,0.00,156484.00,0.00,97.00,1487.00,19.00,45.00,0.00,63.00
17-505027,3863,LCP & Sub-Escrow,50000.00,141428.00,-91428.00,1.00,27.00,491.00,4.00,16.00,0.00,19.00
17-505028,3863,Title Only,20000.00,0.00,20000.00,0.00,35.00,608.00,18.00,14.00,0.00,15.00
17-505029,3863,Title & Full Escrow,137900.00,170000.00,-32100.00,2.00,64.00,927.00,22.00,18.00,0.00,29.00
2301-202561,3860,Title and Escrow,69000.00,0.00,69000.00,0.00,62.00,1027.00,17.00,22.00,0.00,22.00
17-505031,3863,Title & Full Escrow,160410.00,192300.00,-31890.00,1.00,71.00,875.00,17.00,18.00,0.00,33.00
17-505032,3863,LCP - Title Only,40000.00,415800.00,-375800.00,1.00,35.00,623.00,4.00,9.00,0.00,35.00
17-505033,3863,Title & Full Escrow,195000.00,177386.00,17614.00,1.00,59.00,827.00,18.00,16.00,0.00,49.00
2301-202562,3863,Title and Escrow,412830.00,391160.00,21670.00,1.00,69.00,1256.00,15.00,28.00,0.00,61.00
17-505034,3863,Title & Full Escrow,417000.00,513000.00,-96000.00,1.00,62.00,863.00,17.00,15.00,0.00,27.00
17-505035,3863,Title & Full Escrow,190000.00,196000.00,-6000.00,1.00,55.00,784.00,17.00,11.00,0.00,33.00
17-505037,3863,Title & Full Escrow,159200.00,245000.00,-85800.00,2.00,58.00,1046.00,21.00,19.00,0.00,36.00
17-505038,3860,Title & Full Escrow,180676.00,252520.24,-71844.24,2.00,62.00,779.00,22.00,15.00,1.00,45.00
17-505039,3863,LCP - Title Only,75000.00,88000.00,-13000.00,1.00,25.00,340.00,4.00,4.00,1.00,45.00
17-505040,3860,Title & Full Escrow,156000.00,157501.00,-1501.00,2.00,68.00,922.00,22.00,16.00,0.00,26.00
17-505042,3860,Title & Full Escrow,402200.00,417000.00,-14800.00,1.00,80.00,1390.00,22.00,33.00,0.00,57.00
17-505043,3863,Title Only,100000.00,0.00,100000.00,0.00,69.00,1344.00,17.00,27.00,0.00,67.00
17-505044,3860,Reverse Mortgage - Title & Sub-Escrow,82000.00,90000.00,-8000.00,1.00,30.00,471.00,22.00,10.00,1.00,45.00
17-505045,3863,Title & Full Escrow,329900.00,332800.00,-2900.00,1.00,61.00,1063.00,18.00,12.00,0.00,28.00
17-505046,3863,LCP - Title Only,75000.00,219620.00,-144620.00,2.00,25.00,345.00,7.00,4.00,1.00,45.00
17-505047,3863,LCP - Title Only,85000.00,70509.00,14491.00,1.00,24.00,341.00,4.00,5.00,1.00,45.00
17-505048,3863,LCP - Title Only,100000.00,568000.00,-468000.00,1.00,24.00,351.00,4.00,4.00,1.00,45.00
17-505049,3863,Title & Full Escrow,102000.00,144000.00,-42000.00,2.00,40.00,411.00,19.00,5.00,1.00,45.00
17-505050,3863,LCP - Title Only,20000.00,280000.00,-260000.00,1.00,25.00,385.00,4.00,5.00,1.00,45.00
17-505051,3863,LCP - Title Only,100.00,1085.24,-985.24,1.00,23.00,324.00,7.00,2.00,0.00,152.00
17-505053,3860,TSG - Trustee Sale Guarantee,204112.67,218322.49,-14209.82,5.00,11.00,434.00,16.00,5.00,0.00,31.00
17-505054,3860,TSG - Trustee Sale Guarantee,128038.28,133801.00,-5762.72,1.00,11.00,411.00,13.00,6.00,0.00,31.00
17-505055,3863,Title Only,131918.00,132106.00,-188.00,1.00,53.00,743.00,30.00,19.00,0.00,47.00
2301-202564,3863,Title and Escrow,365000.00,209318.00,155682.00,1.00,48.00,591.00,8.00,6.00,1.00,45.00
2301-202565,3860,Title and Escrow,140000.00,50000.00,90000.00,2.00,67.00,871.00,25.00,19.00,1.00,45.00
17-505057,3860,Title Only,115374.00,153708.48,-38334.48,2.00,64.00,1023.00,27.00,35.00,0.00,53.00
17-505058,3863,Property Report / O&E - Title Only,60000.00,60000.00,0.00,1.00,30.00,459.00,6.00,7.00,0.00,49.00
17-505059,3860,Title Only,125187.00,128601.00,-3414.00,1.00,50.00,962.00,22.00,23.00,0.00,18.00
2301-202567,3863,Title and Escrow,625500.00,0.00,625500.00,0.00,41.00,399.00,17.00,4.00,1.00,45.00
17-505060,3863,LCP - Title Only,60000.00,132000.00,-72000.00,1.00,36.00,645.00,4.00,12.00,0.00,27.00
17-505061,3860,Property Report / O&E - Title Only,20000.00,327793.62,-307793.62,1.00,37.00,577.00,3.00,13.00,0.00,35.00
17-505062,3863,Property Report / O&E - Title Only,150000.00,803000.00,-653000.00,2.00,36.00,640.00,8.00,11.00,0.00,46.00
17-505064,3860,Property Report / O&E - Title Only,20000.00,198000.00,-178000.00,1.00,37.00,605.00,3.00,15.00,0.00,35.00
17-505065,3863,LCP - Title Only,50000.00,212000.00,-162000.00,1.00,41.00,875.00,4.00,13.00,0.00,33.00
17-505066,3860,Property Report / O&E - Title Only,40000.00,807000.00,-767000.00,3.00,39.00,542.00,6.00,13.00,0.00,35.00
17-505067,3863,Title Only,132282.00,201973.86,-69691.86,1.00,46.00,690.00,31.00,20.00,0.00,49.00
17-505068,3860,Property Report / O&E - Title Only,88350.00,411000.00,-322650.00,1.00,40.00,567.00,4.00,13.00,0.00,42.00
17-505069,3863,Title Only,95339.00,130951.33,-35612.33,1.00,76.00,888.00,31.00,26.00,0.00,82.00
17-505070,3860,Property Report / O&E - Title Only,100000.00,551100.00,-451100.00,3.00,24.00,309.00,6.00,5.00,0.00,108.00
17-505071,3860,Property Report / O&E - Title Only,101750.00,220000.00,-118250.00,1.00,37.00,555.00,4.00,11.00,0.00,35.00
17-505076,3860,Property Report / O&E - Title Only,250000.00,591000.00,-341000.00,2.00,24.00,300.00,5.00,4.00,0.00,108.00
17-505077,3863,LCP - Title Only,50000.00,187500.00,-137500.00,1.00,25.00,336.00,4.00,4.00,1.00,45.00
17-505078,3860,Property Report / O&E - Title Only,15000.00,213750.00,-198750.00,1.00,40.00,543.00,3.00,11.00,0.00,38.00
17-505079,3860,Property Report / O&E - Title Only,20000.00,173000.00,-153000.00,1.00,40.00,571.00,3.00,11.00,0.00,39.00
17-505080,3863,Property Report / O&E - Title Only,30000.00,159062.00,-129062.00,1.00,30.00,426.00,6.00,7.00,0.00,17.00
17-505081,3863,Title & Full Escrow,30000.00,443525.00,-413525.00,3.00,71.00,1417.00,20.00,39.00,0.00,119.00
17-505082,3860,Property Report / O&E - Title Only,150000.00,155000.00,-5000.00,1.00,40.00,566.00,4.00,12.00,0.00,39.00
17-505084,3860,Property Report / O&E - Title Only,149250.00,280553.00,-131303.00,1.00,41.00,573.00,4.00,13.00,0.00,35.00
17-505085,3860,Property Report / O&E & Full Escrow,150000.00,200000.00,-50000.00,1.00,73.00,811.00,2.00,24.00,0.00,47.00
17-505086,3860,Property Report / O&E & Full Escrow,65700.00,437857.00,-372157.00,2.00,64.00,776.00,5.00,21.00,0.00,25.00
2301-202568,3863,Title and Escrow,116856.00,0.00,116856.00,0.00,89.00,1345.00,26.00,38.00,0.00,53.00
17-505087,3863,Property Report / O&E - Title Only,100000.00,325500.00,-225500.00,2.00,31.00,522.00,8.00,9.00,0.00,26.00
17-505088,3860,Property Report / O&E - Title Only,80000.00,57800.00,22200.00,1.00,39.00,573.00,3.00,11.00,0.00,55.00
17-505090,3863,LCP - Title Only,75000.00,241000.00,-166000.00,2.00,24.00,350.00,6.00,4.00,1.00,45.00
2301-202569,29189,Title and Escrow,62208.00,0.00,62208.00,0.00,77.00,1186.00,2.00,40.00,0.00,138.00
17-505091,3860,Title & Sub-Escrow,152300.00,165000.00,-12700.00,1.00,54.00,928.00,26.00,24.00,0.00,34.00
17-505092,3863,Title Only,250000.00,0.00,250000.00,0.00,26.00,424.00,18.00,7.00,1.00,45.00
17-505094,3863,LCP - Title Only,56000.00,197000.00,-141000.00,1.00,36.00,607.00,5.00,10.00,0.00,31.00
17-505096,3860,Title Only,109500.00,124450.00,-14950.00,1.00,86.00,1136.00,23.00,47.00,0.00,80.00
17-505097,3863,Title Only,40000.00,720000.00,-680000.00,1.00,22.00,412.00,21.00,5.00,1.00,45.00
17-505098,3863,Title Only,86900.00,0.00,86900.00,0.00,92.00,1292.00,19.00,19.00,0.00,33.00
2301-202571,3863,Title and Escrow,117200.00,31051.04,86148.96,1.00,72.00,1214.00,20.00,43.00,0.00,47.00
17-505099,3863,Property Report / O&E - Title Only,1.00,101250.00,-101249.00,1.00,27.00,436.00,9.00,9.00,0.00,126.00
17-505100,3863,LCP - Title Only,50000.00,284000.00,-234000.00,1.00,32.00,556.00,4.00,10.00,0.00,21.00
2301-202572,3863,Title and Escrow,180180.00,150000.00,30180.00,1.00,77.00,1309.00,20.00,47.00,0.00,25.00
17-505101,3863,LCP - Title Only,60000.00,359900.00,-299900.00,1.00,35.00,618.00,4.00,9.00,0.00,19.00
17-505102,3863,LCP - Title Only,49000.00,39000.00,10000.00,1.00,36.00,584.00,4.00,10.00,0.00,14.00
17-505103,3863,Legal & Vesting - Title Only,53722.98,0.00,53722.98,0.00,31.00,452.00,0.00,9.00,0.00,33.00
17-505105,3863,Property Report / O&E - Title Only,20000.00,194783.67,-174783.67,3.00,30.00,453.00,8.00,13.00,0.00,19.00
17-505106,3863,Title & Sub-Escrow,417000.00,486300.00,-69300.00,2.00,54.00,1005.00,21.00,23.00,0.00,35.00
17-505107,3863,LCP - Title Only,75000.00,417000.00,-342000.00,1.00,35.00,597.00,4.00,12.00,0.00,27.00
17-505108,3863,LCP - Title Only,50000.00,0.00,50000.00,0.00,35.00,649.00,4.00,14.00,0.00,32.00
2301-202576,3860,Title and Escrow,205500.00,50000.00,155500.00,1.00,57.00,750.00,20.00,21.00,1.00,45.00
2301-202577,3860,Title and Escrow,77090.00,0.00,77090.00,0.00,84.00,1691.00,26.00,49.00,0.00,21.00
17-505109,3863,Title & Full Escrow,181600.00,211040.00,-29440.00,1.00,61.00,938.00,17.00,18.00,0.00,60.00
17-505110,3863,Title Only,193000.00,165000.00,28000.00,1.00,51.00,876.00,19.00,26.00,0.00,49.00
17-505111,3863,Title & Sub-Escrow,368500.00,347700.00,20800.00,2.00,30.00,441.00,22.00,4.00,1.00,45.00
2301-202578,3863,Title and Escrow,125664.00,0.00,125664.00,0.00,72.00,1227.00,26.00,32.00,0.00,31.00
2301-202579,3860,Title and Escrow,146070.00,0.00,146070.00,0.00,82.00,1379.00,20.00,42.00,0.00,42.00
17-505112,3863,Property Report / O&E - Title Only,400000.00,395625.00,4375.00,1.00,27.00,385.00,10.00,6.00,0.00,126.00
17-505114,3863,Title & Full Escrow,115000.00,152200.00,-37200.00,2.00,70.00,885.00,34.00,19.00,1.00,45.00
17-505116,3863,Title & Full Escrow,55500.00,44800.00,10700.00,1.00,62.00,824.00,17.00,14.00,0.00,60.00
17-505117,3863,Title & Full Escrow,97600.00,136500.00,-38900.00,2.00,61.00,912.00,19.00,18.00,0.00,60.00
17-505119,3863,Title Only,44756.00,86570.58,-41814.58,1.00,73.00,990.00,28.00,32.00,0.00,87.00
17-505120,3860,Title Only,60134.00,159480.31,-99346.31,4.00,68.00,1046.00,29.00,32.00,0.00,95.00
17-505121,3860,Title Only,307608.00,342300.00,-34692.00,1.00,54.00,984.00,22.00,26.00,0.00,31.00
17-505122,3860,Title & Full Escrow,70461.00,75000.00,-4539.00,1.00,60.00,864.00,21.00,14.00,0.00,28.00
17-505123,3863,Property Report / O&E - Title Only,40000.00,107211.00,-67211.00,1.00,30.00,441.00,6.00,7.00,0.00,14.00
17-505124,3860,Title & Full Escrow,292000.00,339189.00,-47189.00,2.00,63.00,941.00,23.00,18.00,0.00,56.00
17-505125,3860,Title & Full Escrow,132175.00,128000.00,4175.00,1.00,69.00,1038.00,21.00,25.00,0.00,28.00
17-505127,3863,Title Only,48000.00,694000.00,-646000.00,2.00,31.00,698.00,20.00,12.00,0.00,73.00
17-505130,3863,Title & Full Escrow,135000.00,125190.00,9810.00,1.00,65.00,858.00,18.00,16.00,0.00,59.00
17-505131,3863,Title & Sub-Escrow,317000.00,316015.00,985.00,1.00,28.00,415.00,20.00,5.00,1.00,45.00
2301-202583,3860,Title and Escrow,95000.00,0.00,95000.00,0.00,43.00,353.00,1.00,7.00,1.00,45.00
17-505132,3863,LCP - Title Only,100.00,99000.00,-98900.00,1.00,25.00,462.00,7.00,4.00,0.00,151.00
17-505133,3863,LCP - Title Only,30000.00,170000.00,-140000.00,1.00,40.00,637.00,4.00,13.00,0.00,20.00
17-505135,3860,TSG - Trustee Sale Guarantee,255000.00,0.00,255000.00,0.00,28.00,404.00,0.00,2.00,1.00,45.00
